geopixel,osi_model_layer1_security_posture_assessment,osi_model_layer2_security_posture_assessment,osi_model_layer3_security_posture_assessment,cve_css_total_score,os_os_security_assessment
117_408,0.7,0.44,0.75,0.54285714285714,1.0
117_408,0.31,0.66,0.42,0.4,1.0
117_408,0.35,0.56,0.49,0.44571428571429,0.86666666666667
117_408,0.8,0.55,0.46,0.53285714285714,0.86666666666667
117_408,0.3,0.41,0.37,0.41714285714286004,0.8
117_408,0.42,0.88,0.53,0.44142857142857006,0.93333333333333
117_408,0.43,0.83,0.84,0.6228571428571401,0.73333333333333
117_408,0.75,0.49,0.72,0.49000000000000005,0.93333333333333
117_408,0.75,0.56,0.4,0.48714285714286004,1.0
117_408,0.39,0.41,0.4,0.45999999999999996,1.0
117_408,0.64,0.72,0.67,0.5914285714285701,1.0
117_408,0.51,0.73,0.38,0.5571428571428599,0.93333333333333
117_408,0.42,0.65,0.84,0.51428571428571,0.8
117_408,0.5,0.59,0.62,0.48,0.8
117_408,0.4,0.76,0.86,0.52571428571429,0.73333333333333
117_408,0.59,0.88,0.79,0.54714285714286,0.8
117_408,0.3,0.36,0.37,0.34714285714286003,1.0
117_408,0.72,0.66,0.38,0.5900000000000001,0.86666666666667
117_408,0.35,0.46,0.85,0.45142857142857,0.8
