geopixel,osi_model_layer1_security_posture_assessment,osi_model_layer2_security_posture_assessment,osi_model_layer3_security_posture_assessment,cve_css_total_score,os_os_security_assessment
103_436,0.32,0.48,0.4,0.38571428571429,0.8
103_436,0.48,0.66,0.79,0.56285714285714,1.0
103_436,0.46,0.36,0.64,0.44000000000000006,0.73333333333333
103_436,0.6,0.75,0.56,0.5557142857142899,0.86666666666667
103_436,0.41,0.64,0.58,0.47142857142857003,1.0
103_436,0.48,0.35,0.56,0.43285714285714,0.93333333333333
103_436,0.51,0.48,0.51,0.41428571428571,1.0
103_436,0.32,0.58,0.85,0.6171428571428601,0.86666666666667
103_436,0.41,0.32,0.78,0.48714285714286004,0.73333333333333
103_436,0.41,0.85,0.59,0.49857142857143,0.93333333333333
103_436,0.71,0.71,0.71,0.5914285714285701,0.8
103_436,0.76,0.81,0.74,0.67142857142857,1.0
103_436,0.51,0.46,0.44,0.49571428571429,0.93333333333333
103_436,0.41,0.45,0.45,0.45714285714285996,1.0
103_436,0.7,0.52,0.76,0.50428571428571,0.93333333333333
103_436,0.58,0.84,0.43,0.50428571428571,1.0
103_436,0.3,0.72,0.32,0.40142857142857,0.73333333333333
103_436,0.62,0.88,0.56,0.5557142857142899,0.8
103_436,0.74,0.54,0.43,0.49714285714286,0.93333333333333
103_436,0.8,0.38,0.78,0.56571428571429,1.0
103_436,0.64,0.71,0.79,0.54714285714286,0.73333333333333
103_436,0.3,0.51,0.59,0.43857142857143006,1.0
103_436,0.81,0.83,0.83,0.6214285714285701,0.8
103_436,0.73,0.54,0.69,0.61142857142857,0.93333333333333
103_436,0.87,0.8,0.48,0.54428571428571,1.0
103_436,0.42,0.51,0.49,0.50428571428571,0.8
103_436,0.31,0.64,0.8,0.44857142857143,0.73333333333333
103_436,0.36,0.39,0.65,0.50142857142857,1.0
103_436,0.72,0.59,0.65,0.5914285714285701,0.73333333333333
103_436,0.36,0.58,0.61,0.39,1.0
103_436,0.88,0.61,0.73,0.57714285714286,0.8
103_436,0.68,0.48,0.33,0.45285714285714,0.8
103_436,0.35,0.32,0.89,0.51285714285714,1.0
103_436,0.86,0.8,0.3,0.53428571428571,0.8
103_436,0.41,0.62,0.7,0.45714285714285996,1.0
103_436,0.54,0.39,0.47,0.40428571428571003,0.73333333333333
103_436,0.34,0.82,0.8,0.6357142857142901,1.0
103_436,0.47,0.5,0.82,0.46714285714286,0.73333333333333
103_436,0.83,0.33,0.56,0.48857142857143004,0.8
103_436,0.68,0.31,0.8,0.53714285714286,0.73333333333333
103_436,0.3,0.56,0.45,0.41428571428571,1.0
103_436,0.89,0.56,0.53,0.58142857142857,0.93333333333333
103_436,0.5,0.65,0.36,0.52285714285714,1.0
