geopixel,osi_model_layer1_security_posture_assessment,osi_model_layer2_security_posture_assessment,osi_model_layer3_security_posture_assessment,cve_css_total_score,os_os_security_assessment
97_452,0.76,0.45,0.6,0.51285714285714,0.73333333333333
97_452,0.67,0.8,0.66,0.6157142857142901,1.0
97_452,0.86,0.73,0.47,0.45,0.73333333333333
97_452,0.35,0.53,0.56,0.43285714285714,0.73333333333333
97_452,0.44,0.85,0.43,0.5585714285714299,1.0
97_452,0.85,0.86,0.76,0.58,0.93333333333333
97_452,0.52,0.46,0.3,0.42571428571429,1.0
97_452,0.73,0.33,0.79,0.5,0.8
97_452,0.65,0.85,0.31,0.46428571428570997,1.0
97_452,0.56,0.58,0.31,0.51,0.86666666666667
97_452,0.53,0.54,0.67,0.45714285714285996,1.0
97_452,0.36,0.32,0.89,0.45285714285714,1.0
97_452,0.8,0.87,0.42,0.54571428571429,0.86666666666667
97_452,0.34,0.62,0.79,0.49000000000000005,0.73333333333333
97_452,0.7,0.33,0.3,0.47000000000000003,0.8
97_452,0.57,0.69,0.63,0.56285714285714,0.73333333333333
97_452,0.81,0.43,0.64,0.45714285714285996,1.0
97_452,0.64,0.56,0.64,0.53571428571429,1.0
97_452,0.79,0.69,0.43,0.5585714285714299,0.73333333333333
97_452,0.77,0.58,0.33,0.57857142857143,0.86666666666667
97_452,0.68,0.8,0.55,0.47142857142857003,1.0
97_452,0.79,0.4,0.74,0.51285714285714,0.73333333333333
97_452,0.35,0.58,0.69,0.48142857142857,0.73333333333333
97_452,0.3,0.51,0.68,0.43285714285714,1.0
97_452,0.32,0.87,0.45,0.50142857142857,0.86666666666667
97_452,0.71,0.67,0.39,0.52571428571429,0.93333333333333
97_452,0.84,0.4,0.59,0.50714285714286,1.0
97_452,0.71,0.54,0.35,0.48,1.0
97_452,0.68,0.36,0.81,0.57714285714286,0.86666666666667
97_452,0.62,0.72,0.89,0.58428571428571,0.73333333333333
97_452,0.57,0.75,0.3,0.55,1.0
97_452,0.64,0.45,0.54,0.48285714285714,1.0
97_452,0.81,0.83,0.44,0.56285714285714,1.0
97_452,0.52,0.87,0.88,0.5857142857142901,0.93333333333333
97_452,0.76,0.81,0.8,0.57857142857143,1.0
97_452,0.76,0.45,0.68,0.44285714285714006,0.73333333333333
97_452,0.68,0.77,0.53,0.5,1.0
97_452,0.39,0.3,0.38,0.44285714285714006,0.93333333333333
97_452,0.38,0.49,0.52,0.51857142857143,0.93333333333333
97_452,0.75,0.34,0.78,0.51285714285714,1.0
97_452,0.71,0.36,0.48,0.47428571428571004,0.8
97_452,0.6,0.61,0.62,0.53428571428571,0.86666666666667
97_452,0.84,0.34,0.58,0.51142857142857,0.8
97_452,0.45,0.74,0.79,0.50428571428571,0.8
97_452,0.43,0.54,0.42,0.49142857142857005,0.8
97_452,0.74,0.35,0.57,0.46142857142856997,1.0
97_452,0.68,0.82,0.58,0.5900000000000001,0.93333333333333
97_452,0.42,0.61,0.61,0.42285714285714004,1.0
97_452,0.3,0.77,0.6,0.51571428571429,1.0
97_452,0.45,0.37,0.68,0.44142857142857006,1.0
97_452,0.68,0.54,0.6,0.57857142857143,0.86666666666667
97_452,0.8,0.33,0.39,0.50142857142857,1.0
97_452,0.76,0.75,0.74,0.5599999999999999,1.0
97_452,0.66,0.37,0.44,0.51,0.73333333333333
97_452,0.37,0.53,0.5,0.44142857142857006,1.0
97_452,0.43,0.48,0.46,0.42857142857143,0.86666666666667
97_452,0.57,0.32,0.49,0.49714285714286,0.8
97_452,0.6,0.63,0.77,0.53571428571429,0.73333333333333
97_452,0.31,0.43,0.54,0.37000000000000005,1.0
97_452,0.34,0.3,0.87,0.43428571428571,0.8
97_452,0.85,0.36,0.89,0.54285714285714,1.0
97_452,0.36,0.65,0.34,0.37714285714286006,0.8
97_452,0.44,0.61,0.78,0.49857142857143,1.0
97_452,0.33,0.39,0.37,0.45857142857142996,0.8
97_452,0.58,0.88,0.52,0.49142857142857005,1.0
97_452,0.89,0.7,0.55,0.66142857142857,0.93333333333333
97_452,0.3,0.42,0.57,0.47000000000000003,1.0
97_452,0.32,0.53,0.76,0.42285714285714004,1.0
97_452,0.72,0.33,0.61,0.58142857142857,0.86666666666667
97_452,0.63,0.73,0.82,0.52857142857143,0.73333333333333
97_452,0.6,0.57,0.8,0.5599999999999999,1.0
97_452,0.37,0.77,0.39,0.45999999999999996,0.73333333333333
97_452,0.51,0.76,0.73,0.60857142857143,1.0
97_452,0.68,0.81,0.34,0.43857142857143006,0.86666666666667
97_452,0.3,0.47,0.42,0.39428571428571,0.93333333333333
97_452,0.32,0.42,0.82,0.48142857142857,1.0
97_452,0.3,0.64,0.67,0.48714285714286004,0.86666666666667
97_452,0.55,0.35,0.54,0.53714285714286,1.0
97_452,0.65,0.66,0.76,0.46285714285713997,1.0
97_452,0.84,0.4,0.42,0.4,1.0
97_452,0.3,0.61,0.62,0.47000000000000003,0.86666666666667
97_452,0.43,0.35,0.53,0.41571428571429003,1.0
97_452,0.82,0.89,0.84,0.6928571428571401,0.73333333333333
97_452,0.55,0.45,0.36,0.47428571428571004,1.0
97_452,0.35,0.56,0.7,0.54285714285714,1.0
97_452,0.86,0.71,0.59,0.6371428571428601,1.0
97_452,0.81,0.84,0.43,0.5914285714285701,0.73333333333333
97_452,0.51,0.58,0.59,0.49142857142857005,1.0
97_452,0.67,0.71,0.69,0.50714285714286,0.73333333333333
97_452,0.86,0.32,0.34,0.4,0.8
97_452,0.52,0.79,0.43,0.40571428571428997,1.0
97_452,0.74,0.75,0.75,0.54714285714286,0.73333333333333
97_452,0.33,0.47,0.35,0.42857142857143,1.0
97_452,0.76,0.36,0.76,0.52285714285714,1.0
97_452,0.67,0.51,0.48,0.49857142857143,1.0
97_452,0.49,0.76,0.61,0.5914285714285701,0.8
97_452,0.61,0.68,0.47,0.45714285714285996,1.0
97_452,0.43,0.48,0.42,0.45,0.8
97_452,0.68,0.37,0.31,0.47428571428571004,0.93333333333333
97_452,0.85,0.5,0.44,0.51714285714286,0.86666666666667
97_452,0.73,0.45,0.57,0.50285714285714,1.0
97_452,0.46,0.53,0.66,0.45142857142857,0.93333333333333
97_452,0.54,0.79,0.87,0.55,0.8
97_452,0.82,0.88,0.76,0.5885714285714301,0.8
97_452,0.34,0.78,0.77,0.51714285714286,0.86666666666667
97_452,0.55,0.73,0.36,0.41142857142857,1.0
97_452,0.88,0.65,0.39,0.56285714285714,1.0
97_452,0.33,0.6,0.69,0.48857142857143004,1.0
97_452,0.52,0.82,0.84,0.66285714285714,1.0
97_452,0.69,0.75,0.7,0.53285714285714,0.86666666666667
97_452,0.66,0.45,0.46,0.48,0.8
97_452,0.38,0.74,0.64,0.42571428571429,1.0
97_452,0.74,0.84,0.65,0.5728571428571401,0.8
97_452,0.85,0.55,0.33,0.47142857142857003,0.86666666666667
97_452,0.49,0.68,0.34,0.56142857142857,0.93333333333333
97_452,0.3,0.61,0.4,0.52714285714286,1.0
97_452,0.73,0.55,0.44,0.51142857142857,1.0
97_452,0.89,0.74,0.51,0.51714285714286,1.0
97_452,0.66,0.53,0.85,0.51857142857143,0.8
97_452,0.44,0.33,0.83,0.51142857142857,1.0
97_452,0.88,0.73,0.56,0.60714285714286,0.86666666666667
97_452,0.67,0.79,0.45,0.54857142857143,0.8
97_452,0.57,0.88,0.81,0.59571428571429,1.0
97_452,0.31,0.5,0.77,0.52285714285714,1.0
97_452,0.76,0.42,0.67,0.5742857142857101,1.0
97_452,0.49,0.85,0.38,0.44571428571429,0.86666666666667
97_452,0.7,0.72,0.4,0.53571428571429,1.0
97_452,0.48,0.74,0.37,0.42714285714286,1.0
97_452,0.64,0.37,0.56,0.45285714285714,1.0
97_452,0.72,0.36,0.41,0.40857142857143,0.73333333333333
97_452,0.76,0.39,0.61,0.48857142857143004,1.0
97_452,0.85,0.42,0.87,0.49571428571429,1.0
97_452,0.41,0.81,0.76,0.61,1.0
97_452,0.77,0.78,0.34,0.55285714285714,0.73333333333333
97_452,0.7,0.38,0.31,0.45999999999999996,0.93333333333333
97_452,0.75,0.55,0.68,0.55428571428571,1.0
97_452,0.88,0.61,0.65,0.6014285714285701,1.0
97_452,0.34,0.35,0.36,0.40142857142857,1.0
97_452,0.83,0.45,0.52,0.52428571428571,1.0
97_452,0.48,0.66,0.53,0.48714285714286004,1.0
97_452,0.31,0.47,0.85,0.43571428571429005,0.86666666666667
97_452,0.71,0.75,0.87,0.58428571428571,0.86666666666667
97_452,0.57,0.45,0.31,0.43142857142857,0.73333333333333
97_452,0.88,0.34,0.37,0.45428571428571,1.0
97_452,0.68,0.86,0.83,0.52142857142857,0.86666666666667
97_452,0.49,0.73,0.34,0.54285714285714,0.93333333333333
97_452,0.32,0.85,0.33,0.45857142857142996,1.0
97_452,0.38,0.89,0.82,0.6000000000000001,0.86666666666667
97_452,0.46,0.46,0.69,0.43285714285714,0.73333333333333
97_452,0.76,0.55,0.68,0.52857142857143,1.0
97_452,0.75,0.53,0.63,0.51714285714286,1.0
97_452,0.8,0.33,0.49,0.48142857142857,0.86666666666667
97_452,0.68,0.7,0.62,0.53714285714286,0.73333333333333
97_452,0.61,0.57,0.79,0.50714285714286,0.86666666666667
97_452,0.46,0.6,0.8,0.55428571428571,0.93333333333333
97_452,0.87,0.33,0.75,0.52571428571429,0.8
97_452,0.57,0.67,0.77,0.5942857142857101,1.0
