geopixel,osi_model_layer1_security_posture_assessment,osi_model_layer2_security_posture_assessment,osi_model_layer3_security_posture_assessment,cve_css_total_score,os_os_security_assessment
78_422,0.64,0.32,0.48,0.41857142857143004,1.0
78_422,0.5,0.3,0.66,0.45142857142857,0.93333333333333
78_422,0.84,0.64,0.48,0.47571428571429,0.8
78_422,0.8,0.39,0.71,0.58,0.8
78_422,0.49,0.86,0.58,0.45,0.73333333333333
78_422,0.75,0.62,0.32,0.5571428571428599,0.8
78_422,0.73,0.86,0.41,0.53571428571429,0.8
78_422,0.81,0.39,0.4,0.51857142857143,0.86666666666667
78_422,0.42,0.73,0.82,0.53,0.73333333333333
78_422,0.85,0.56,0.57,0.5742857142857101,1.0
78_422,0.81,0.79,0.87,0.5671428571428601,1.0
78_422,0.43,0.33,0.35,0.44142857142857006,1.0
78_422,0.4,0.62,0.56,0.49428571428571005,1.0
78_422,0.82,0.62,0.66,0.58142857142857,0.73333333333333
78_422,0.38,0.39,0.75,0.51285714285714,0.93333333333333
78_422,0.7,0.48,0.32,0.44714285714286,1.0
78_422,0.66,0.62,0.89,0.54571428571429,0.86666666666667
78_422,0.87,0.49,0.58,0.47857142857143,0.73333333333333
78_422,0.89,0.57,0.58,0.58428571428571,0.86666666666667
78_422,0.47,0.83,0.61,0.5585714285714299,0.8
78_422,0.86,0.86,0.89,0.6200000000000001,1.0
78_422,0.64,0.52,0.35,0.47857142857143,0.8
78_422,0.8,0.54,0.68,0.59857142857143,1.0
78_422,0.42,0.38,0.35,0.42714285714286,0.73333333333333
78_422,0.32,0.31,0.44,0.36571428571429004,0.86666666666667
78_422,0.37,0.84,0.54,0.54714285714286,0.73333333333333
78_422,0.51,0.48,0.61,0.5,0.93333333333333
78_422,0.33,0.72,0.7,0.50428571428571,0.93333333333333
78_422,0.8,0.7,0.36,0.5742857142857101,0.93333333333333
78_422,0.62,0.61,0.79,0.51285714285714,0.73333333333333
78_422,0.59,0.72,0.58,0.53285714285714,0.73333333333333
78_422,0.42,0.77,0.51,0.48714285714286004,1.0
78_422,0.75,0.75,0.47,0.5728571428571401,0.86666666666667
78_422,0.85,0.65,0.32,0.52571428571429,1.0
78_422,0.83,0.68,0.46,0.46571428571429,1.0
78_422,0.43,0.55,0.73,0.50428571428571,0.73333333333333
78_422,0.74,0.42,0.58,0.50285714285714,0.93333333333333
78_422,0.57,0.74,0.31,0.45285714285714,0.93333333333333
78_422,0.45,0.59,0.61,0.43857142857143006,1.0
78_422,0.34,0.32,0.51,0.39,0.8
78_422,0.34,0.48,0.74,0.47285714285714003,1.0
78_422,0.65,0.83,0.54,0.53428571428571,0.86666666666667
78_422,0.36,0.44,0.51,0.41857142857143004,1.0
78_422,0.7,0.72,0.59,0.62857142857143,1.0
78_422,0.89,0.44,0.72,0.59857142857143,0.93333333333333
