geopixel,osi_model_layer1_security_posture_assessment,osi_model_layer2_security_posture_assessment,osi_model_layer3_security_posture_assessment,cve_css_total_score,os_os_security_assessment
85_444,0.65,0.71,0.3,0.50142857142857,1.0
85_444,0.45,0.7,0.81,0.50142857142857,1.0
85_444,0.38,0.81,0.84,0.48,0.93333333333333
85_444,0.85,0.56,0.54,0.54285714285714,1.0
85_444,0.77,0.42,0.7,0.5871428571428601,0.86666666666667
85_444,0.85,0.88,0.33,0.54142857142857,0.8
85_444,0.51,0.49,0.63,0.43571428571429005,0.86666666666667
85_444,0.76,0.66,0.63,0.53857142857143,0.93333333333333
85_444,0.8,0.8,0.57,0.5571428571428599,0.93333333333333
85_444,0.87,0.34,0.61,0.47428571428571004,0.86666666666667
85_444,0.88,0.82,0.55,0.54857142857143,0.93333333333333
85_444,0.64,0.36,0.61,0.57571428571429,1.0
85_444,0.4,0.8,0.88,0.49000000000000005,0.86666666666667
85_444,0.88,0.7,0.72,0.58428571428571,1.0
85_444,0.31,0.34,0.65,0.45999999999999996,0.73333333333333
85_444,0.45,0.8,0.34,0.41857142857143004,1.0
85_444,0.47,0.49,0.71,0.47142857142857003,0.8
85_444,0.64,0.81,0.79,0.54857142857143,1.0
85_444,0.55,0.43,0.57,0.50571428571429,0.73333333333333
85_444,0.82,0.3,0.76,0.41857142857143004,0.93333333333333
85_444,0.82,0.33,0.35,0.44571428571429,0.93333333333333
85_444,0.79,0.39,0.48,0.52142857142857,0.93333333333333
85_444,0.89,0.89,0.86,0.68,0.86666666666667
85_444,0.81,0.32,0.47,0.47285714285714003,0.8
85_444,0.66,0.38,0.57,0.48571428571429004,1.0
85_444,0.77,0.41,0.49,0.52285714285714,0.73333333333333
85_444,0.66,0.77,0.42,0.50142857142857,1.0
85_444,0.53,0.54,0.34,0.48,0.73333333333333
85_444,0.57,0.43,0.83,0.53285714285714,0.8
85_444,0.76,0.61,0.68,0.5671428571428601,0.8
85_444,0.53,0.73,0.75,0.52571428571429,0.73333333333333
85_444,0.33,0.77,0.52,0.44142857142857006,1.0
85_444,0.72,0.85,0.39,0.54571428571429,1.0
85_444,0.75,0.33,0.79,0.6000000000000001,0.93333333333333
85_444,0.36,0.44,0.8,0.46714285714286,0.73333333333333
85_444,0.65,0.37,0.48,0.52285714285714,1.0
85_444,0.35,0.78,0.67,0.61,0.93333333333333
85_444,0.84,0.55,0.53,0.54,1.0
85_444,0.72,0.65,0.66,0.51285714285714,0.73333333333333
85_444,0.5,0.59,0.46,0.42000000000000004,1.0
85_444,0.77,0.85,0.48,0.58142857142857,0.93333333333333
85_444,0.82,0.66,0.75,0.55142857142857,0.93333333333333
85_444,0.75,0.45,0.55,0.5599999999999999,1.0
85_444,0.53,0.62,0.84,0.49285714285714005,0.86666666666667
85_444,0.82,0.54,0.35,0.53428571428571,0.86666666666667
85_444,0.6,0.64,0.65,0.54142857142857,1.0
85_444,0.31,0.5,0.4,0.42142857142857004,0.8
85_444,0.76,0.78,0.54,0.54,1.0
85_444,0.69,0.7,0.38,0.49428571428571005,0.8
85_444,0.39,0.78,0.55,0.5714285714285701,1.0
85_444,0.8,0.85,0.54,0.56571428571429,0.73333333333333
85_444,0.59,0.65,0.64,0.5685714285714301,1.0
85_444,0.37,0.5,0.88,0.51714285714286,0.86666666666667
85_444,0.52,0.75,0.75,0.57857142857143,1.0
85_444,0.57,0.6,0.45,0.49571428571429,0.73333333333333
85_444,0.71,0.7,0.32,0.49285714285714005,1.0
85_444,0.52,0.83,0.72,0.5900000000000001,0.86666666666667
85_444,0.48,0.58,0.46,0.37142857142857005,1.0
85_444,0.89,0.82,0.35,0.57857142857143,0.73333333333333
85_444,0.87,0.55,0.76,0.64857142857143,1.0
85_444,0.35,0.48,0.68,0.49285714285714005,1.0
85_444,0.35,0.49,0.84,0.5871428571428601,1.0
85_444,0.5,0.68,0.42,0.44857142857143,1.0
85_444,0.79,0.73,0.37,0.5585714285714299,0.86666666666667
85_444,0.89,0.85,0.6,0.64571428571429,0.73333333333333
85_444,0.35,0.4,0.78,0.45999999999999996,0.93333333333333
85_444,0.58,0.62,0.82,0.49857142857143,0.86666666666667
85_444,0.62,0.59,0.69,0.44285714285714006,0.8
85_444,0.76,0.68,0.74,0.48714285714286004,1.0
85_444,0.33,0.43,0.54,0.54142857142857,1.0
85_444,0.59,0.39,0.81,0.43714285714286005,1.0
85_444,0.79,0.36,0.89,0.48571428571429004,1.0
85_444,0.81,0.71,0.8,0.56142857142857,1.0
85_444,0.82,0.33,0.57,0.54857142857143,0.93333333333333
85_444,0.48,0.89,0.61,0.43857142857143006,0.86666666666667
85_444,0.31,0.73,0.55,0.42571428571429,1.0
85_444,0.78,0.82,0.62,0.53142857142857,0.8
85_444,0.73,0.44,0.66,0.46285714285713997,1.0
85_444,0.61,0.46,0.83,0.48428571428571,1.0
85_444,0.33,0.39,0.36,0.37142857142857005,1.0
85_444,0.87,0.37,0.33,0.48571428571429004,1.0
85_444,0.62,0.44,0.43,0.45142857142857,1.0
85_444,0.33,0.57,0.62,0.43857142857143006,1.0
85_444,0.44,0.35,0.58,0.47000000000000003,0.86666666666667
85_444,0.66,0.52,0.37,0.54428571428571,1.0
85_444,0.56,0.47,0.34,0.37000000000000005,0.73333333333333
85_444,0.73,0.78,0.79,0.52428571428571,0.73333333333333
85_444,0.54,0.64,0.57,0.49714285714286,0.73333333333333
85_444,0.45,0.71,0.83,0.52857142857143,1.0
85_444,0.63,0.73,0.83,0.66714285714286,1.0
85_444,0.84,0.63,0.56,0.55428571428571,1.0
85_444,0.61,0.86,0.3,0.51142857142857,0.86666666666667
85_444,0.41,0.47,0.51,0.38857142857143,0.73333333333333
85_444,0.55,0.47,0.36,0.44428571428571006,1.0
85_444,0.59,0.65,0.38,0.42857142857143,0.86666666666667
85_444,0.73,0.81,0.36,0.45142857142857,1.0
85_444,0.81,0.3,0.53,0.45428571428571,0.93333333333333
85_444,0.53,0.53,0.86,0.55428571428571,1.0
85_444,0.51,0.49,0.88,0.54714285714286,0.86666666666667
85_444,0.68,0.38,0.46,0.47285714285714003,1.0
85_444,0.61,0.7,0.58,0.53857142857143,1.0
85_444,0.75,0.34,0.83,0.46571428571429,0.73333333333333
85_444,0.63,0.78,0.48,0.50428571428571,1.0
85_444,0.69,0.55,0.43,0.54,1.0
85_444,0.88,0.58,0.35,0.56285714285714,1.0
85_444,0.3,0.41,0.63,0.48142857142857,0.86666666666667
85_444,0.56,0.55,0.6,0.50571428571429,0.86666666666667
85_444,0.5,0.62,0.81,0.44000000000000006,0.93333333333333
85_444,0.66,0.57,0.73,0.49857142857143,1.0
85_444,0.84,0.44,0.33,0.39857142857143,1.0
85_444,0.59,0.53,0.5,0.50714285714286,1.0
85_444,0.38,0.68,0.65,0.54428571428571,1.0
85_444,0.5,0.53,0.57,0.52571428571429,0.86666666666667
85_444,0.52,0.88,0.43,0.52428571428571,1.0
85_444,0.81,0.51,0.47,0.50428571428571,0.8
85_444,0.43,0.55,0.78,0.52428571428571,0.86666666666667
85_444,0.87,0.7,0.89,0.68,1.0
85_444,0.46,0.83,0.57,0.51,0.86666666666667
85_444,0.58,0.69,0.62,0.51,0.73333333333333
85_444,0.58,0.34,0.73,0.53285714285714,1.0
85_444,0.67,0.82,0.36,0.51857142857143,0.8
85_444,0.84,0.53,0.64,0.54428571428571,1.0
85_444,0.52,0.63,0.54,0.5671428571428601,0.86666666666667
85_444,0.43,0.36,0.49,0.46857142857143,1.0
85_444,0.85,0.77,0.86,0.62571428571429,1.0
85_444,0.71,0.66,0.48,0.45142857142857,0.93333333333333
85_444,0.59,0.78,0.3,0.50857142857143,1.0
85_444,0.41,0.31,0.56,0.50428571428571,0.86666666666667
85_444,0.63,0.42,0.88,0.5942857142857101,0.73333333333333
85_444,0.37,0.55,0.55,0.42571428571429,0.93333333333333
85_444,0.49,0.49,0.35,0.45571428571428996,0.93333333333333
85_444,0.82,0.87,0.54,0.55142857142857,0.93333333333333
85_444,0.82,0.62,0.8,0.5571428571428599,1.0
85_444,0.76,0.88,0.5,0.53571428571429,0.8
85_444,0.8,0.48,0.41,0.45428571428571,1.0
85_444,0.81,0.89,0.36,0.61,0.93333333333333
85_444,0.44,0.64,0.55,0.50857142857143,0.8
85_444,0.76,0.57,0.42,0.47428571428571004,1.0
85_444,0.45,0.68,0.35,0.45999999999999996,0.8
85_444,0.76,0.58,0.81,0.60857142857143,0.8
85_444,0.63,0.5,0.31,0.42857142857143,1.0
85_444,0.39,0.64,0.76,0.48857142857143004,0.8
85_444,0.56,0.59,0.31,0.54428571428571,1.0
85_444,0.32,0.76,0.5,0.48571428571429004,0.93333333333333
85_444,0.67,0.86,0.88,0.58142857142857,0.8
85_444,0.33,0.82,0.69,0.44857142857143,1.0
85_444,0.33,0.31,0.57,0.42000000000000004,0.93333333333333
85_444,0.48,0.79,0.45,0.47142857142857003,0.86666666666667
85_444,0.68,0.51,0.64,0.47857142857143,1.0
85_444,0.44,0.85,0.75,0.5885714285714301,1.0
85_444,0.74,0.41,0.42,0.50142857142857,0.86666666666667
85_444,0.33,0.69,0.47,0.47000000000000003,1.0
85_444,0.62,0.73,0.79,0.51857142857143,0.93333333333333
85_444,0.84,0.65,0.42,0.46285714285713997,0.86666666666667
85_444,0.53,0.75,0.65,0.5871428571428601,1.0
85_444,0.85,0.71,0.45,0.55,0.93333333333333
85_444,0.63,0.43,0.58,0.49285714285714005,0.73333333333333
85_444,0.7,0.57,0.79,0.5571428571428599,0.93333333333333
85_444,0.68,0.74,0.83,0.55142857142857,1.0
85_444,0.48,0.87,0.49,0.57857142857143,0.93333333333333
85_444,0.46,0.64,0.71,0.56571428571429,0.8
85_444,0.76,0.78,0.72,0.61428571428571,0.93333333333333
85_444,0.48,0.78,0.73,0.50285714285714,0.86666666666667
85_444,0.57,0.75,0.38,0.54142857142857,0.86666666666667
85_444,0.69,0.62,0.88,0.5914285714285701,1.0
85_444,0.88,0.59,0.79,0.48714285714286004,1.0
85_444,0.66,0.42,0.65,0.44142857142857006,1.0
85_444,0.87,0.7,0.84,0.5914285714285701,0.86666666666667
