geopixel,osi_model_layer1_security_posture_assessment,osi_model_layer2_security_posture_assessment,osi_model_layer3_security_posture_assessment,cve_css_total_score,os_os_security_assessment
105_411,0.83,0.35,0.55,0.54142857142857,0.93333333333333
105_411,0.4,0.75,0.33,0.38857142857143,0.8
105_411,0.85,0.8,0.87,0.65,0.73333333333333
105_411,0.89,0.51,0.76,0.52857142857143,1.0
105_411,0.32,0.58,0.85,0.47571428571429,1.0
105_411,0.43,0.78,0.47,0.48,1.0
105_411,0.56,0.83,0.49,0.48428571428571,1.0
105_411,0.32,0.7,0.72,0.50428571428571,1.0
105_411,0.49,0.59,0.71,0.47571428571429,0.93333333333333
105_411,0.81,0.63,0.88,0.6000000000000001,1.0
105_411,0.55,0.31,0.81,0.5,0.8
105_411,0.65,0.32,0.47,0.39142857142857,1.0
105_411,0.41,0.34,0.5,0.44428571428571006,0.93333333333333
105_411,0.56,0.83,0.39,0.43714285714286005,0.8
105_411,0.33,0.81,0.86,0.58,1.0
105_411,0.37,0.8,0.5,0.50142857142857,0.73333333333333
105_411,0.38,0.56,0.7,0.50428571428571,1.0
105_411,0.68,0.71,0.49,0.44714285714286,0.8
105_411,0.43,0.49,0.41,0.43,0.73333333333333
105_411,0.73,0.41,0.41,0.39857142857143,1.0
105_411,0.58,0.3,0.49,0.46142857142856997,0.73333333333333
105_411,0.72,0.64,0.77,0.53714285714286,0.93333333333333
105_411,0.55,0.32,0.66,0.42571428571429,0.93333333333333
105_411,0.48,0.89,0.53,0.52285714285714,0.73333333333333
105_411,0.89,0.51,0.8,0.57857142857143,1.0
105_411,0.38,0.68,0.4,0.45571428571428996,0.8
105_411,0.68,0.8,0.87,0.6914285714285701,1.0
105_411,0.43,0.51,0.36,0.47285714285714003,1.0
105_411,0.54,0.45,0.6,0.46428571428570997,0.86666666666667
105_411,0.88,0.55,0.33,0.49428571428571005,0.86666666666667
105_411,0.79,0.71,0.46,0.50142857142857,1.0
105_411,0.52,0.87,0.6,0.49714285714286,1.0
105_411,0.75,0.38,0.3,0.42142857142857004,0.73333333333333
105_411,0.86,0.84,0.63,0.50857142857143,0.73333333333333
105_411,0.49,0.63,0.37,0.50428571428571,0.93333333333333
105_411,0.75,0.57,0.31,0.46142857142856997,1.0
105_411,0.49,0.54,0.52,0.48142857142857,0.73333333333333
105_411,0.32,0.35,0.33,0.34,1.0
105_411,0.8,0.89,0.88,0.67571428571429,1.0
105_411,0.49,0.74,0.56,0.50571428571429,0.73333333333333
105_411,0.84,0.61,0.81,0.52714285714286,1.0
105_411,0.52,0.65,0.54,0.46285714285713997,0.73333333333333
105_411,0.55,0.43,0.41,0.49857142857143,0.73333333333333
105_411,0.6,0.74,0.58,0.51714285714286,1.0
105_411,0.76,0.54,0.83,0.54857142857143,0.86666666666667
105_411,0.58,0.31,0.43,0.41428571428571,1.0
105_411,0.88,0.66,0.47,0.51857142857143,0.8
105_411,0.37,0.47,0.62,0.46428571428570997,1.0
105_411,0.81,0.57,0.62,0.6228571428571401,0.93333333333333
105_411,0.33,0.41,0.35,0.51,1.0
105_411,0.3,0.31,0.4,0.44857142857143,0.73333333333333
105_411,0.36,0.7,0.41,0.42285714285714004,1.0
105_411,0.36,0.69,0.36,0.46857142857143,0.73333333333333
105_411,0.31,0.53,0.42,0.40714285714285997,0.93333333333333
105_411,0.87,0.44,0.62,0.52857142857143,1.0
105_411,0.4,0.66,0.71,0.43714285714286005,0.93333333333333
105_411,0.5,0.63,0.71,0.46428571428570997,1.0
105_411,0.66,0.62,0.56,0.47714285714286,0.93333333333333
105_411,0.57,0.78,0.3,0.45285714285714,0.93333333333333
105_411,0.39,0.49,0.56,0.48571428571429004,0.86666666666667
105_411,0.56,0.88,0.41,0.46142857142856997,1.0
105_411,0.51,0.59,0.49,0.51285714285714,0.93333333333333
105_411,0.89,0.51,0.84,0.48714285714286004,0.86666666666667
105_411,0.76,0.53,0.84,0.5928571428571401,1.0
105_411,0.4,0.43,0.3,0.38714285714286,0.93333333333333
105_411,0.54,0.82,0.88,0.55285714285714,1.0
105_411,0.79,0.31,0.79,0.47571428571429,0.73333333333333
105_411,0.61,0.43,0.44,0.39,0.8
105_411,0.68,0.65,0.44,0.51,0.73333333333333
105_411,0.82,0.37,0.6,0.53857142857143,1.0
105_411,0.8,0.87,0.63,0.54428571428571,0.86666666666667
105_411,0.65,0.56,0.69,0.51714285714286,0.86666666666667
105_411,0.69,0.74,0.58,0.53,1.0
105_411,0.66,0.41,0.72,0.51857142857143,1.0
105_411,0.43,0.55,0.7,0.52428571428571,0.93333333333333
