geopixel,osi_model_layer1_security_posture_assessment,osi_model_layer2_security_posture_assessment,osi_model_layer3_security_posture_assessment,cve_css_total_score,os_os_security_assessment
88_434,0.62,0.51,0.5,0.45285714285714,0.86666666666667
88_434,0.37,0.77,0.88,0.55,1.0
88_434,0.8,0.47,0.74,0.51714285714286,0.93333333333333
88_434,0.43,0.47,0.54,0.48571428571429004,1.0
88_434,0.8,0.68,0.88,0.53571428571429,0.93333333333333
88_434,0.31,0.65,0.8,0.45142857142857,1.0
88_434,0.84,0.54,0.35,0.45857142857142996,0.8
88_434,0.89,0.72,0.48,0.48,1.0
88_434,0.67,0.66,0.32,0.44428571428571006,0.93333333333333
88_434,0.54,0.75,0.71,0.52857142857143,0.93333333333333
88_434,0.48,0.73,0.4,0.44714285714286,0.8
88_434,0.68,0.45,0.88,0.56571428571429,1.0
88_434,0.8,0.32,0.34,0.46428571428570997,1.0
88_434,0.3,0.4,0.6,0.39142857142857,1.0
88_434,0.41,0.59,0.52,0.45285714285714,1.0
88_434,0.73,0.47,0.68,0.5557142857142899,1.0
88_434,0.5,0.54,0.61,0.51857142857143,0.8
88_434,0.61,0.85,0.57,0.54,1.0
88_434,0.38,0.82,0.64,0.51571428571429,0.73333333333333
88_434,0.63,0.44,0.59,0.49142857142857005,0.8
88_434,0.8,0.41,0.85,0.48,1.0
88_434,0.37,0.52,0.5,0.54285714285714,0.8
88_434,0.53,0.87,0.32,0.49857142857143,1.0
88_434,0.54,0.81,0.89,0.48571428571429004,0.93333333333333
88_434,0.32,0.78,0.84,0.44428571428571006,1.0
88_434,0.54,0.49,0.74,0.55285714285714,0.73333333333333
88_434,0.89,0.34,0.36,0.49000000000000005,1.0
88_434,0.81,0.34,0.54,0.50714285714286,0.8
88_434,0.58,0.79,0.49,0.55142857142857,1.0
88_434,0.37,0.67,0.78,0.49142857142857005,0.73333333333333
88_434,0.58,0.76,0.56,0.51571428571429,1.0
88_434,0.44,0.51,0.89,0.45999999999999996,1.0
88_434,0.4,0.38,0.3,0.44857142857143,1.0
88_434,0.52,0.65,0.6,0.47142857142857003,0.8
88_434,0.75,0.6,0.84,0.48,1.0
88_434,0.52,0.32,0.47,0.35285714285714004,0.73333333333333
88_434,0.66,0.56,0.75,0.51714285714286,0.73333333333333
88_434,0.43,0.38,0.36,0.44714285714286,0.8
88_434,0.87,0.61,0.45,0.42428571428571005,1.0
88_434,0.69,0.89,0.33,0.56285714285714,0.8
88_434,0.65,0.71,0.71,0.54,0.8
88_434,0.46,0.38,0.8,0.40714285714285997,0.8
88_434,0.76,0.85,0.79,0.58142857142857,0.8
88_434,0.89,0.48,0.32,0.48714285714286004,1.0
88_434,0.54,0.34,0.84,0.51428571428571,0.93333333333333
88_434,0.83,0.59,0.45,0.49000000000000005,1.0
88_434,0.8,0.51,0.78,0.50571428571429,0.93333333333333
88_434,0.58,0.53,0.81,0.54142857142857,0.86666666666667
88_434,0.36,0.64,0.86,0.5685714285714301,1.0
88_434,0.32,0.32,0.31,0.33714285714286,0.93333333333333
88_434,0.52,0.44,0.64,0.45714285714285996,1.0
88_434,0.64,0.48,0.71,0.49428571428571005,1.0
88_434,0.73,0.56,0.81,0.5728571428571401,1.0
88_434,0.7,0.44,0.66,0.50285714285714,0.73333333333333
88_434,0.3,0.5,0.4,0.39714285714286,0.8
88_434,0.37,0.58,0.39,0.38285714285714,1.0
