geopixel,osi_model_layer1_security_posture_assessment,osi_model_layer2_security_posture_assessment,osi_model_layer3_security_posture_assessment,cve_css_total_score,os_os_security_assessment
87_411,0.4,0.65,0.51,0.45,0.93333333333333
87_411,0.45,0.36,0.83,0.47571428571429,1.0
87_411,0.65,0.53,0.31,0.48142857142857,1.0
87_411,0.61,0.64,0.69,0.58142857142857,1.0
87_411,0.63,0.53,0.68,0.51,0.93333333333333
87_411,0.79,0.43,0.32,0.52428571428571,1.0
87_411,0.84,0.55,0.6,0.49714285714286,0.73333333333333
87_411,0.33,0.37,0.38,0.36857142857143005,0.73333333333333
87_411,0.37,0.8,0.34,0.41857142857143004,0.8
87_411,0.83,0.41,0.31,0.40714285714285997,0.93333333333333
87_411,0.67,0.67,0.39,0.52142857142857,1.0
87_411,0.64,0.43,0.73,0.51571428571429,0.73333333333333
87_411,0.62,0.89,0.36,0.51714285714286,1.0
87_411,0.46,0.76,0.31,0.5,0.8
87_411,0.51,0.34,0.72,0.5,1.0
87_411,0.85,0.56,0.57,0.44285714285714006,0.8
87_411,0.5,0.45,0.86,0.51714285714286,0.8
87_411,0.5,0.58,0.78,0.45999999999999996,1.0
87_411,0.71,0.79,0.31,0.49857142857143,0.8
87_411,0.3,0.33,0.47,0.45571428571428996,0.73333333333333
87_411,0.75,0.52,0.49,0.44285714285714006,0.73333333333333
87_411,0.56,0.8,0.44,0.41285714285714,0.8
87_411,0.31,0.54,0.37,0.49857142857143,1.0
87_411,0.43,0.48,0.37,0.42428571428571005,0.93333333333333
87_411,0.88,0.64,0.3,0.54,1.0
87_411,0.45,0.44,0.72,0.50571428571429,0.86666666666667
87_411,0.32,0.39,0.72,0.47714285714286,0.86666666666667
87_411,0.62,0.72,0.7,0.50428571428571,1.0
87_411,0.62,0.34,0.45,0.42285714285714004,0.93333333333333
87_411,0.44,0.82,0.78,0.56285714285714,0.73333333333333
87_411,0.5,0.44,0.45,0.48142857142857,0.86666666666667
87_411,0.81,0.83,0.64,0.52428571428571,1.0
87_411,0.85,0.54,0.74,0.51571428571429,0.86666666666667
87_411,0.33,0.63,0.62,0.53571428571429,0.93333333333333
87_411,0.79,0.65,0.59,0.55428571428571,0.86666666666667
87_411,0.85,0.65,0.81,0.6185714285714301,0.93333333333333
87_411,0.37,0.78,0.46,0.42714285714286,1.0
87_411,0.66,0.41,0.62,0.46714285714286,0.93333333333333
87_411,0.56,0.4,0.33,0.50857142857143,1.0
87_411,0.5,0.73,0.76,0.45285714285714,0.93333333333333
87_411,0.43,0.79,0.81,0.55,1.0
87_411,0.44,0.73,0.67,0.47857142857143,0.86666666666667
