geopixel,osi_model_layer1_security_posture_assessment,osi_model_layer2_security_posture_assessment,osi_model_layer3_security_posture_assessment,cve_css_total_score,os_os_security_assessment
100_431,0.48,0.78,0.39,0.39857142857143,0.73333333333333
100_431,0.74,0.61,0.49,0.44428571428571006,0.8
100_431,0.54,0.69,0.38,0.5,0.86666666666667
100_431,0.67,0.41,0.39,0.46428571428570997,1.0
100_431,0.77,0.38,0.57,0.42714285714286,0.8
100_431,0.47,0.46,0.45,0.45142857142857,1.0
100_431,0.59,0.32,0.58,0.46285714285713997,0.86666666666667
100_431,0.71,0.58,0.8,0.50285714285714,1.0
100_431,0.79,0.69,0.73,0.63428571428571,1.0
100_431,0.79,0.72,0.74,0.67,1.0
100_431,0.56,0.33,0.62,0.44428571428571006,0.93333333333333
100_431,0.53,0.43,0.57,0.43857142857143006,0.73333333333333
100_431,0.72,0.35,0.48,0.56285714285714,1.0
100_431,0.67,0.73,0.38,0.49571428571429,0.73333333333333
100_431,0.39,0.36,0.8,0.49428571428571005,1.0
100_431,0.62,0.32,0.5,0.51714285714286,1.0
100_431,0.46,0.88,0.58,0.56285714285714,1.0
100_431,0.65,0.47,0.32,0.42285714285714004,0.73333333333333
100_431,0.3,0.41,0.44,0.38714285714286,1.0
100_431,0.71,0.39,0.83,0.49000000000000005,1.0
100_431,0.61,0.71,0.36,0.52571428571429,1.0
100_431,0.45,0.34,0.63,0.45142857142857,0.93333333333333
100_431,0.5,0.77,0.53,0.50142857142857,0.93333333333333
100_431,0.54,0.42,0.7,0.55142857142857,1.0
100_431,0.31,0.68,0.67,0.47428571428571004,0.86666666666667
100_431,0.39,0.81,0.73,0.52857142857143,0.86666666666667
100_431,0.89,0.54,0.54,0.53714285714286,1.0
100_431,0.48,0.33,0.8,0.45,0.8
100_431,0.86,0.57,0.62,0.56428571428571,1.0
100_431,0.87,0.4,0.61,0.59857142857143,0.86666666666667
100_431,0.62,0.51,0.5,0.44428571428571006,0.73333333333333
100_431,0.55,0.65,0.65,0.44571428571429,1.0
100_431,0.3,0.58,0.4,0.36857142857143005,0.8
100_431,0.52,0.83,0.51,0.46571428571429,0.86666666666667
100_431,0.34,0.8,0.82,0.6228571428571401,1.0
100_431,0.81,0.78,0.73,0.6442857142857101,1.0
100_431,0.77,0.61,0.86,0.5728571428571401,0.93333333333333
100_431,0.51,0.42,0.74,0.49714285714286,1.0
100_431,0.47,0.46,0.3,0.47142857142857003,0.73333333333333
100_431,0.72,0.55,0.75,0.49857142857143,1.0
100_431,0.77,0.62,0.55,0.50714285714286,0.93333333333333
100_431,0.82,0.32,0.65,0.49142857142857005,0.86666666666667
100_431,0.47,0.8,0.53,0.49000000000000005,0.86666666666667
100_431,0.32,0.7,0.34,0.36000000000000004,0.93333333333333
100_431,0.51,0.77,0.37,0.47142857142857003,0.8
100_431,0.55,0.36,0.68,0.52714285714286,0.8
100_431,0.88,0.57,0.89,0.5900000000000001,1.0
100_431,0.41,0.39,0.43,0.45285714285714,1.0
100_431,0.82,0.38,0.73,0.51428571428571,0.8
