geopixel,osi_model_layer1_security_posture_assessment,osi_model_layer2_security_posture_assessment,osi_model_layer3_security_posture_assessment,cve_css_total_score,os_os_security_assessment
94_409,0.83,0.82,0.82,0.6042857142857101,0.86666666666667
94_409,0.71,0.38,0.58,0.52,1.0
94_409,0.45,0.63,0.55,0.45428571428571,0.86666666666667
94_409,0.79,0.78,0.55,0.60571428571429,0.73333333333333
94_409,0.63,0.74,0.8,0.63428571428571,1.0
94_409,0.55,0.6,0.81,0.49714285714286,0.73333333333333
94_409,0.43,0.43,0.8,0.45,0.86666666666667
94_409,0.59,0.32,0.73,0.46857142857143,1.0
94_409,0.74,0.71,0.41,0.52571428571429,0.86666666666667
94_409,0.76,0.83,0.89,0.57857142857143,0.93333333333333
94_409,0.38,0.66,0.88,0.55142857142857,1.0
94_409,0.56,0.61,0.35,0.46857142857143,0.86666666666667
94_409,0.55,0.5,0.47,0.45428571428571,1.0
94_409,0.53,0.46,0.32,0.42285714285714004,1.0
94_409,0.78,0.67,0.7,0.5871428571428601,0.93333333333333
94_409,0.51,0.36,0.45,0.50285714285714,1.0
94_409,0.52,0.75,0.4,0.45,0.93333333333333
94_409,0.32,0.85,0.32,0.50142857142857,0.8
94_409,0.65,0.81,0.3,0.50857142857143,1.0
94_409,0.7,0.78,0.75,0.6200000000000001,1.0
94_409,0.43,0.83,0.7,0.50285714285714,0.73333333333333
94_409,0.67,0.59,0.56,0.5,1.0
94_409,0.66,0.38,0.82,0.47714285714286,0.93333333333333
94_409,0.36,0.66,0.69,0.46428571428570997,1.0
94_409,0.66,0.62,0.51,0.50714285714286,0.93333333333333
94_409,0.4,0.44,0.3,0.43857142857143006,0.93333333333333
94_409,0.44,0.76,0.47,0.51142857142857,1.0
94_409,0.83,0.47,0.74,0.49285714285714005,1.0
94_409,0.74,0.82,0.82,0.57714285714286,0.73333333333333
94_409,0.85,0.5,0.88,0.50428571428571,1.0
94_409,0.31,0.8,0.88,0.46428571428570997,1.0
94_409,0.53,0.37,0.52,0.46285714285713997,1.0
94_409,0.58,0.44,0.45,0.47714285714286,0.86666666666667
94_409,0.74,0.67,0.47,0.45857142857142996,0.93333333333333
94_409,0.87,0.53,0.49,0.5,0.73333333333333
94_409,0.89,0.4,0.43,0.57857142857143,1.0
94_409,0.61,0.88,0.74,0.54,0.93333333333333
94_409,0.48,0.65,0.67,0.47857142857143,1.0
94_409,0.83,0.85,0.78,0.68571428571429,1.0
94_409,0.59,0.36,0.8,0.49000000000000005,0.93333333333333
94_409,0.42,0.82,0.86,0.6171428571428601,1.0
94_409,0.68,0.89,0.73,0.52857142857143,0.86666666666667
94_409,0.52,0.37,0.88,0.49285714285714005,0.73333333333333
94_409,0.46,0.75,0.64,0.44428571428571006,1.0
94_409,0.78,0.41,0.55,0.48571428571429004,0.93333333333333
94_409,0.4,0.82,0.76,0.61142857142857,1.0
94_409,0.75,0.56,0.81,0.54,0.8
94_409,0.33,0.81,0.36,0.38142857142857,0.73333333333333
94_409,0.77,0.4,0.34,0.48142857142857,0.86666666666667
94_409,0.86,0.64,0.7,0.49714285714286,1.0
94_409,0.52,0.46,0.36,0.45428571428571,0.8
94_409,0.55,0.55,0.45,0.47285714285714003,0.93333333333333
94_409,0.77,0.63,0.6,0.54285714285714,1.0
94_409,0.44,0.62,0.59,0.5685714285714301,1.0
94_409,0.57,0.49,0.53,0.52,1.0
94_409,0.74,0.53,0.56,0.53142857142857,0.93333333333333
94_409,0.8,0.41,0.73,0.5671428571428601,1.0
94_409,0.88,0.48,0.54,0.5728571428571401,0.8
94_409,0.34,0.84,0.46,0.49428571428571005,1.0
94_409,0.39,0.6,0.77,0.49285714285714005,0.8
94_409,0.48,0.35,0.58,0.49142857142857005,0.73333333333333
94_409,0.33,0.65,0.62,0.51,1.0
94_409,0.67,0.33,0.5,0.39142857142857,0.86666666666667
94_409,0.39,0.42,0.46,0.50714285714286,0.8
94_409,0.76,0.53,0.73,0.46714285714286,1.0
94_409,0.89,0.41,0.38,0.56428571428571,0.8
94_409,0.73,0.68,0.45,0.40714285714285997,1.0
94_409,0.72,0.85,0.81,0.5885714285714301,0.8
94_409,0.52,0.82,0.33,0.45714285714285996,1.0
94_409,0.7,0.55,0.72,0.52428571428571,1.0
94_409,0.32,0.85,0.81,0.5571428571428599,0.8
94_409,0.8,0.77,0.84,0.55428571428571,1.0
94_409,0.69,0.76,0.41,0.51142857142857,0.73333333333333
94_409,0.75,0.58,0.75,0.6042857142857101,0.93333333333333
94_409,0.87,0.84,0.59,0.5728571428571401,1.0
94_409,0.81,0.76,0.73,0.5599999999999999,0.73333333333333
94_409,0.65,0.77,0.88,0.6371428571428601,0.93333333333333
94_409,0.59,0.59,0.8,0.5599999999999999,0.93333333333333
94_409,0.41,0.76,0.44,0.52142857142857,0.86666666666667
94_409,0.76,0.63,0.38,0.54142857142857,1.0
94_409,0.69,0.8,0.36,0.55285714285714,0.8
94_409,0.8,0.35,0.57,0.45857142857142996,0.93333333333333
94_409,0.68,0.71,0.81,0.54857142857143,1.0
94_409,0.48,0.64,0.69,0.49428571428571005,0.86666666666667
94_409,0.75,0.49,0.51,0.47714285714286,0.93333333333333
94_409,0.38,0.49,0.81,0.45142857142857,0.73333333333333
94_409,0.45,0.8,0.61,0.6000000000000001,1.0
94_409,0.59,0.61,0.49,0.47571428571429,0.8
94_409,0.69,0.33,0.44,0.43285714285714,1.0
94_409,0.77,0.57,0.53,0.50714285714286,0.86666666666667
94_409,0.77,0.62,0.55,0.51,1.0
94_409,0.53,0.44,0.63,0.47142857142857003,1.0
94_409,0.4,0.36,0.46,0.46142857142856997,0.93333333333333
94_409,0.64,0.38,0.45,0.47714285714286,1.0
94_409,0.47,0.68,0.34,0.50857142857143,0.93333333333333
94_409,0.77,0.78,0.32,0.57571428571429,1.0
94_409,0.64,0.75,0.63,0.46714285714286,0.86666666666667
94_409,0.71,0.77,0.41,0.5685714285714301,0.86666666666667
94_409,0.38,0.6,0.84,0.52285714285714,0.8
94_409,0.68,0.84,0.3,0.54,1.0
94_409,0.59,0.77,0.8,0.55142857142857,0.93333333333333
