geopixel,osi_model_layer1_security_posture_assessment,osi_model_layer2_security_posture_assessment,osi_model_layer3_security_posture_assessment,cve_css_total_score,os_os_security_assessment
108_424,0.36,0.7,0.6,0.47714285714286,0.86666666666667
108_424,0.82,0.54,0.63,0.5728571428571401,1.0
108_424,0.48,0.77,0.83,0.52571428571429,0.86666666666667
108_424,0.67,0.32,0.34,0.41857142857143004,1.0
108_424,0.49,0.34,0.45,0.53,0.8
108_424,0.47,0.48,0.87,0.45714285714285996,0.93333333333333
108_424,0.81,0.81,0.89,0.51285714285714,1.0
108_424,0.55,0.77,0.48,0.58,0.8
108_424,0.56,0.57,0.66,0.49571428571429,1.0
108_424,0.75,0.3,0.73,0.6014285714285701,0.8
108_424,0.51,0.39,0.45,0.44857142857143,0.86666666666667
108_424,0.46,0.4,0.52,0.47714285714286,1.0
108_424,0.64,0.85,0.68,0.62857142857143,0.93333333333333
108_424,0.84,0.42,0.77,0.52714285714286,0.73333333333333
108_424,0.34,0.65,0.84,0.6028571428571401,0.86666666666667
108_424,0.85,0.65,0.57,0.63,1.0
108_424,0.65,0.35,0.44,0.47571428571429,1.0
108_424,0.58,0.67,0.38,0.49285714285714005,0.93333333333333
108_424,0.71,0.83,0.62,0.5671428571428601,0.93333333333333
108_424,0.41,0.63,0.84,0.5,0.73333333333333
108_424,0.34,0.53,0.53,0.37571428571429005,0.73333333333333
108_424,0.53,0.5,0.31,0.45,1.0
108_424,0.49,0.75,0.86,0.52,0.86666666666667
108_424,0.65,0.84,0.66,0.56285714285714,1.0
108_424,0.79,0.37,0.5,0.51571428571429,0.93333333333333
108_424,0.32,0.49,0.33,0.32142857142857006,0.86666666666667
108_424,0.83,0.3,0.44,0.45428571428571,1.0
108_424,0.83,0.51,0.64,0.54142857142857,0.86666666666667
108_424,0.78,0.46,0.4,0.52142857142857,0.86666666666667
108_424,0.33,0.69,0.59,0.51428571428571,0.86666666666667
108_424,0.84,0.34,0.85,0.54571428571429,0.86666666666667
108_424,0.4,0.63,0.59,0.42000000000000004,0.86666666666667
108_424,0.59,0.36,0.56,0.48857142857143004,0.93333333333333
108_424,0.8,0.67,0.89,0.59714285714286,0.8
108_424,0.41,0.35,0.3,0.40428571428571003,1.0
108_424,0.77,0.55,0.37,0.55142857142857,0.73333333333333
108_424,0.37,0.72,0.82,0.45857142857142996,0.86666666666667
108_424,0.68,0.46,0.62,0.48285714285714,0.93333333333333
108_424,0.63,0.87,0.76,0.62857142857143,0.86666666666667
108_424,0.34,0.59,0.56,0.42714285714286,1.0
108_424,0.3,0.67,0.53,0.43714285714286005,0.86666666666667
108_424,0.36,0.62,0.75,0.46142857142856997,0.8
108_424,0.45,0.45,0.53,0.44714285714286,1.0
108_424,0.83,0.63,0.53,0.6171428571428601,0.8
108_424,0.87,0.46,0.61,0.51714285714286,0.93333333333333
108_424,0.71,0.69,0.59,0.59714285714286,1.0
108_424,0.67,0.64,0.87,0.51428571428571,0.73333333333333
108_424,0.32,0.76,0.49,0.44000000000000006,1.0
108_424,0.42,0.31,0.68,0.37714285714286006,1.0
108_424,0.36,0.53,0.76,0.50142857142857,0.73333333333333
108_424,0.62,0.32,0.68,0.52142857142857,1.0
108_424,0.64,0.75,0.51,0.51142857142857,1.0
108_424,0.58,0.73,0.86,0.6357142857142901,1.0
108_424,0.84,0.57,0.83,0.47857142857143,1.0
108_424,0.86,0.31,0.65,0.54285714285714,1.0
108_424,0.63,0.85,0.89,0.57714285714286,0.8
108_424,0.55,0.46,0.68,0.41428571428571,1.0
108_424,0.7,0.72,0.68,0.54142857142857,0.8
108_424,0.61,0.65,0.61,0.48714285714286004,1.0
108_424,0.71,0.56,0.36,0.52571428571429,0.73333333333333
108_424,0.72,0.86,0.57,0.52714285714286,0.86666666666667
108_424,0.55,0.48,0.53,0.49142857142857005,1.0
108_424,0.87,0.88,0.7,0.6171428571428601,1.0
108_424,0.33,0.5,0.37,0.40571428571428997,0.93333333333333
108_424,0.89,0.38,0.87,0.55428571428571,0.93333333333333
108_424,0.86,0.44,0.51,0.5671428571428601,0.8
108_424,0.53,0.79,0.43,0.54,1.0
108_424,0.67,0.72,0.32,0.48285714285714,1.0
108_424,0.36,0.71,0.48,0.45999999999999996,0.86666666666667
108_424,0.35,0.66,0.8,0.51571428571429,0.93333333333333
108_424,0.62,0.42,0.64,0.52571428571429,1.0
108_424,0.59,0.47,0.56,0.48857142857143004,0.73333333333333
108_424,0.87,0.47,0.78,0.48857142857143004,0.73333333333333
