geopixel,osi_model_layer1_security_posture_assessment,osi_model_layer2_security_posture_assessment,osi_model_layer3_security_posture_assessment,cve_css_total_score,os_os_security_assessment
115_436,0.83,0.5,0.57,0.53,0.86666666666667
115_436,0.58,0.82,0.89,0.65285714285714,1.0
115_436,0.69,0.87,0.57,0.60857142857143,0.73333333333333
115_436,0.34,0.51,0.79,0.45571428571428996,0.93333333333333
115_436,0.43,0.35,0.71,0.46857142857143,1.0
115_436,0.54,0.37,0.34,0.44285714285714006,0.86666666666667
115_436,0.8,0.43,0.41,0.45999999999999996,1.0
115_436,0.48,0.78,0.35,0.46571428571429,0.93333333333333
115_436,0.56,0.64,0.63,0.55285714285714,1.0
115_436,0.49,0.41,0.87,0.51142857142857,0.73333333333333
115_436,0.38,0.52,0.54,0.50857142857143,1.0
115_436,0.61,0.85,0.46,0.52,0.73333333333333
115_436,0.35,0.37,0.82,0.48428571428571,0.93333333333333
115_436,0.62,0.49,0.39,0.50571428571429,1.0
115_436,0.42,0.77,0.62,0.47714285714286,0.86666666666667
115_436,0.4,0.67,0.44,0.50714285714286,1.0
115_436,0.81,0.48,0.33,0.48714285714286004,0.73333333333333
115_436,0.69,0.66,0.47,0.51,1.0
115_436,0.48,0.88,0.67,0.46714285714286,1.0
115_436,0.52,0.71,0.71,0.5742857142857101,1.0
115_436,0.75,0.77,0.58,0.54571428571429,1.0
115_436,0.31,0.51,0.59,0.45428571428571,1.0
115_436,0.77,0.85,0.35,0.5685714285714301,0.93333333333333
115_436,0.42,0.45,0.36,0.45,1.0
115_436,0.49,0.84,0.49,0.48714285714286004,0.73333333333333
115_436,0.55,0.54,0.86,0.5557142857142899,0.93333333333333
115_436,0.69,0.51,0.51,0.43714285714286005,1.0
115_436,0.77,0.57,0.47,0.53,0.93333333333333
115_436,0.38,0.44,0.33,0.50571428571429,0.93333333333333
115_436,0.38,0.81,0.47,0.5885714285714301,0.93333333333333
115_436,0.31,0.38,0.85,0.42714285714286,0.93333333333333
115_436,0.78,0.77,0.37,0.56285714285714,0.73333333333333
115_436,0.58,0.88,0.71,0.50428571428571,1.0
115_436,0.58,0.71,0.3,0.45,0.8
115_436,0.72,0.36,0.88,0.53714285714286,1.0
115_436,0.57,0.44,0.38,0.50428571428571,0.93333333333333
115_436,0.87,0.77,0.62,0.5700000000000001,0.8
115_436,0.53,0.81,0.71,0.53285714285714,0.93333333333333
115_436,0.61,0.59,0.64,0.47857142857143,0.93333333333333
115_436,0.42,0.57,0.39,0.42000000000000004,1.0
115_436,0.53,0.47,0.6,0.45571428571428996,0.8
115_436,0.55,0.88,0.49,0.48142857142857,1.0
115_436,0.72,0.54,0.54,0.52857142857143,0.8
115_436,0.36,0.34,0.79,0.39571428571429,0.73333333333333
115_436,0.66,0.32,0.72,0.44714285714286,1.0
115_436,0.51,0.68,0.71,0.42857142857143,0.73333333333333
115_436,0.43,0.67,0.43,0.39857142857143,0.93333333333333
115_436,0.45,0.87,0.83,0.5742857142857101,1.0
115_436,0.88,0.67,0.6,0.47428571428571004,0.8
115_436,0.66,0.49,0.68,0.45142857142857,0.93333333333333
115_436,0.68,0.41,0.83,0.51857142857143,0.86666666666667
115_436,0.5,0.31,0.87,0.50571428571429,0.73333333333333
115_436,0.53,0.3,0.81,0.43428571428571,1.0
115_436,0.53,0.43,0.48,0.51285714285714,0.8
115_436,0.7,0.58,0.55,0.40571428571428997,1.0
115_436,0.69,0.87,0.61,0.62857142857143,1.0
115_436,0.76,0.35,0.53,0.55285714285714,0.93333333333333
115_436,0.32,0.78,0.45,0.51857142857143,1.0
115_436,0.32,0.36,0.31,0.41857142857143004,0.73333333333333
115_436,0.66,0.73,0.72,0.6242857142857101,0.8
115_436,0.34,0.73,0.85,0.52285714285714,1.0
115_436,0.48,0.83,0.48,0.49142857142857005,0.93333333333333
115_436,0.43,0.71,0.56,0.51142857142857,1.0
115_436,0.67,0.8,0.41,0.53,0.86666666666667
115_436,0.31,0.7,0.87,0.5900000000000001,1.0
115_436,0.8,0.7,0.41,0.5857142857142901,0.93333333333333
115_436,0.51,0.38,0.68,0.39571428571429,1.0
115_436,0.77,0.47,0.84,0.55142857142857,0.8
115_436,0.75,0.38,0.42,0.5,1.0
115_436,0.52,0.65,0.82,0.51571428571429,0.86666666666667
115_436,0.55,0.46,0.68,0.52285714285714,1.0
115_436,0.69,0.82,0.49,0.44714285714286,1.0
115_436,0.49,0.39,0.75,0.49714285714286,1.0
115_436,0.78,0.34,0.87,0.52571428571429,0.93333333333333
115_436,0.66,0.73,0.7,0.58428571428571,1.0
115_436,0.74,0.72,0.85,0.5742857142857101,1.0
115_436,0.4,0.44,0.65,0.47714285714286,1.0
115_436,0.42,0.6,0.77,0.55,0.86666666666667
115_436,0.31,0.62,0.64,0.38142857142857,0.73333333333333
115_436,0.76,0.5,0.61,0.52285714285714,1.0
115_436,0.84,0.68,0.57,0.56571428571429,1.0
115_436,0.5,0.57,0.46,0.46428571428570997,1.0
115_436,0.63,0.72,0.61,0.5571428571428599,0.86666666666667
115_436,0.44,0.77,0.86,0.5,1.0
115_436,0.42,0.88,0.43,0.43428571428571,0.86666666666667
115_436,0.76,0.37,0.72,0.54142857142857,0.93333333333333
115_436,0.87,0.52,0.32,0.42285714285714004,0.86666666666667
115_436,0.55,0.61,0.33,0.54142857142857,1.0
115_436,0.48,0.37,0.66,0.46857142857143,0.86666666666667
115_436,0.68,0.6,0.65,0.50571428571429,0.93333333333333
115_436,0.31,0.63,0.81,0.5700000000000001,0.73333333333333
115_436,0.32,0.3,0.86,0.45999999999999996,0.93333333333333
115_436,0.38,0.83,0.48,0.54285714285714,1.0
115_436,0.62,0.57,0.53,0.46428571428570997,0.93333333333333
115_436,0.81,0.41,0.56,0.51,0.8
115_436,0.3,0.37,0.8,0.38857142857143,0.93333333333333
115_436,0.86,0.35,0.66,0.41285714285714,0.8
115_436,0.43,0.61,0.84,0.5585714285714299,0.73333333333333
115_436,0.39,0.3,0.74,0.46714285714286,0.93333333333333
115_436,0.62,0.3,0.55,0.48428571428571,0.93333333333333
115_436,0.53,0.59,0.64,0.45,1.0
115_436,0.88,0.33,0.65,0.47428571428571004,0.93333333333333
115_436,0.8,0.54,0.8,0.5742857142857101,0.86666666666667
115_436,0.44,0.7,0.49,0.51714285714286,0.86666666666667
115_436,0.49,0.48,0.81,0.5557142857142899,0.86666666666667
115_436,0.77,0.88,0.58,0.55,0.8
115_436,0.77,0.65,0.44,0.5671428571428601,0.73333333333333
115_436,0.32,0.54,0.77,0.47000000000000003,1.0
115_436,0.71,0.74,0.51,0.52571428571429,0.8
115_436,0.61,0.82,0.79,0.5571428571428599,1.0
115_436,0.8,0.71,0.57,0.53857142857143,0.8
115_436,0.5,0.68,0.44,0.48714285714286004,1.0
115_436,0.36,0.66,0.72,0.43857142857143006,0.73333333333333
115_436,0.85,0.55,0.32,0.50571428571429,1.0
115_436,0.86,0.66,0.84,0.5928571428571401,0.8
115_436,0.55,0.4,0.8,0.53714285714286,1.0
115_436,0.56,0.87,0.86,0.63285714285714,1.0
115_436,0.79,0.55,0.82,0.53,0.93333333333333
115_436,0.62,0.39,0.55,0.47428571428571004,0.73333333333333
115_436,0.89,0.79,0.62,0.54285714285714,0.86666666666667
115_436,0.66,0.65,0.38,0.5914285714285701,0.93333333333333
