geopixel,osi_model_layer1_security_posture_assessment,osi_model_layer2_security_posture_assessment,osi_model_layer3_security_posture_assessment,cve_css_total_score,os_os_security_assessment
71_457,0.88,0.65,0.43,0.49428571428571005,0.86666666666667
71_457,0.84,0.82,0.72,0.6157142857142901,0.86666666666667
71_457,0.6,0.89,0.71,0.59571428571429,1.0
71_457,0.38,0.79,0.56,0.53142857142857,1.0
71_457,0.8,0.46,0.47,0.49714285714286,1.0
71_457,0.7,0.43,0.38,0.4,1.0
71_457,0.73,0.58,0.51,0.49857142857143,0.73333333333333
71_457,0.64,0.48,0.4,0.41142857142857,1.0
71_457,0.54,0.55,0.31,0.40857142857143,0.8
71_457,0.69,0.77,0.69,0.60714285714286,1.0
71_457,0.52,0.51,0.49,0.48857142857143004,0.86666666666667
71_457,0.3,0.45,0.3,0.42714285714286,1.0
71_457,0.83,0.44,0.85,0.65571428571429,0.93333333333333
71_457,0.7,0.45,0.59,0.48857142857143004,0.93333333333333
71_457,0.84,0.5,0.54,0.5,0.8
71_457,0.69,0.7,0.57,0.54857142857143,0.86666666666667
71_457,0.43,0.84,0.64,0.6171428571428601,1.0
71_457,0.87,0.3,0.75,0.53571428571429,0.73333333333333
71_457,0.43,0.34,0.36,0.43428571428571,0.8
71_457,0.5,0.3,0.68,0.51285714285714,1.0
71_457,0.51,0.68,0.65,0.53285714285714,0.8
71_457,0.3,0.48,0.72,0.47285714285714003,0.86666666666667
71_457,0.69,0.88,0.44,0.53,0.8
71_457,0.43,0.66,0.49,0.51428571428571,1.0
71_457,0.47,0.5,0.72,0.49714285714286,0.93333333333333
71_457,0.63,0.88,0.76,0.60714285714286,0.93333333333333
