geopixel,osi_model_layer1_security_posture_assessment,osi_model_layer2_security_posture_assessment,osi_model_layer3_security_posture_assessment,cve_css_total_score,os_os_security_assessment
75_452,0.32,0.79,0.42,0.46571428571429,0.93333333333333
75_452,0.41,0.4,0.67,0.46285714285713997,1.0
75_452,0.52,0.74,0.53,0.42714285714286,0.86666666666667
75_452,0.83,0.88,0.77,0.7000000000000001,1.0
75_452,0.55,0.82,0.53,0.52285714285714,1.0
75_452,0.45,0.63,0.8,0.45999999999999996,0.8
75_452,0.86,0.37,0.7,0.49857142857143,1.0
75_452,0.73,0.44,0.38,0.45142857142857,1.0
75_452,0.55,0.36,0.55,0.46714285714286,1.0
75_452,0.66,0.34,0.37,0.43285714285714,1.0
75_452,0.72,0.38,0.68,0.52714285714286,1.0
75_452,0.63,0.5,0.67,0.45714285714285996,1.0
75_452,0.38,0.79,0.69,0.58428571428571,1.0
75_452,0.56,0.83,0.64,0.52714285714286,1.0
75_452,0.86,0.36,0.38,0.45285714285714,0.86666666666667
75_452,0.85,0.71,0.42,0.54571428571429,1.0
75_452,0.38,0.39,0.57,0.41571428571429003,0.93333333333333
75_452,0.86,0.44,0.85,0.6200000000000001,1.0
75_452,0.66,0.36,0.89,0.5585714285714299,0.93333333333333
75_452,0.6,0.79,0.58,0.52142857142857,1.0
75_452,0.59,0.58,0.39,0.51428571428571,0.86666666666667
75_452,0.44,0.52,0.84,0.5914285714285701,0.8
