geopixel,osi_model_layer1_security_posture_assessment,osi_model_layer2_security_posture_assessment,osi_model_layer3_security_posture_assessment,cve_css_total_score,os_os_security_assessment
117_423,0.68,0.84,0.89,0.6242857142857101,0.93333333333333
117_423,0.52,0.31,0.43,0.5,1.0
117_423,0.54,0.46,0.55,0.41571428571429003,0.93333333333333
117_423,0.42,0.84,0.67,0.53285714285714,1.0
117_423,0.89,0.42,0.47,0.55,0.73333333333333
117_423,0.61,0.69,0.83,0.62571428571429,0.86666666666667
117_423,0.52,0.34,0.44,0.4,0.93333333333333
117_423,0.6,0.63,0.62,0.5900000000000001,1.0
117_423,0.59,0.34,0.42,0.45,0.86666666666667
117_423,0.6,0.62,0.39,0.51142857142857,0.86666666666667
117_423,0.86,0.81,0.85,0.59857142857143,1.0
117_423,0.83,0.66,0.85,0.54857142857143,1.0
117_423,0.86,0.61,0.89,0.55142857142857,0.8
117_423,0.7,0.34,0.84,0.40857142857143,0.73333333333333
117_423,0.83,0.35,0.54,0.48857142857143004,0.8
117_423,0.59,0.74,0.3,0.56142857142857,0.86666666666667
117_423,0.54,0.86,0.58,0.61285714285714,1.0
117_423,0.79,0.42,0.68,0.48285714285714,1.0
117_423,0.69,0.42,0.36,0.48,0.73333333333333
117_423,0.62,0.64,0.7,0.48857142857143004,1.0
117_423,0.47,0.62,0.62,0.44285714285714006,1.0
117_423,0.82,0.41,0.77,0.57714285714286,0.8
117_423,0.37,0.57,0.5,0.45999999999999996,0.86666666666667
117_423,0.88,0.57,0.51,0.45714285714285996,0.8
117_423,0.63,0.71,0.53,0.53571428571429,0.73333333333333
117_423,0.38,0.41,0.34,0.44000000000000006,0.86666666666667
117_423,0.72,0.38,0.51,0.49571428571429,1.0
117_423,0.45,0.65,0.44,0.43,0.8
117_423,0.3,0.78,0.44,0.47285714285714003,1.0
117_423,0.5,0.47,0.66,0.45,0.8
117_423,0.41,0.68,0.5,0.53428571428571,1.0
117_423,0.59,0.37,0.35,0.45428571428571,0.93333333333333
117_423,0.7,0.47,0.34,0.48857142857143004,0.73333333333333
117_423,0.62,0.75,0.71,0.52,1.0
117_423,0.84,0.38,0.85,0.51857142857143,0.86666666666667
117_423,0.35,0.67,0.56,0.50571428571429,0.73333333333333
117_423,0.36,0.49,0.48,0.45857142857142996,1.0
117_423,0.67,0.88,0.41,0.48,0.93333333333333
117_423,0.79,0.7,0.3,0.53571428571429,1.0
117_423,0.68,0.51,0.71,0.53714285714286,0.93333333333333
117_423,0.81,0.47,0.76,0.5685714285714301,0.93333333333333
117_423,0.36,0.33,0.77,0.47714285714286,0.8
117_423,0.79,0.69,0.74,0.62857142857143,0.8
117_423,0.45,0.77,0.37,0.49428571428571005,0.86666666666667
117_423,0.64,0.47,0.61,0.54714285714286,0.93333333333333
117_423,0.39,0.82,0.42,0.47428571428571004,1.0
117_423,0.36,0.88,0.81,0.5928571428571401,1.0
117_423,0.3,0.49,0.75,0.49142857142857005,0.8
117_423,0.69,0.48,0.57,0.47428571428571004,1.0
117_423,0.44,0.43,0.72,0.50857142857143,0.73333333333333
117_423,0.5,0.87,0.69,0.54428571428571,1.0
117_423,0.3,0.76,0.4,0.41857142857143004,1.0
117_423,0.81,0.82,0.58,0.59857142857143,0.86666666666667
117_423,0.58,0.81,0.51,0.52714285714286,1.0
117_423,0.58,0.35,0.33,0.51428571428571,0.8
117_423,0.43,0.52,0.61,0.49857142857143,1.0
117_423,0.38,0.7,0.57,0.47714285714286,0.93333333333333
117_423,0.51,0.55,0.58,0.42714285714286,1.0
117_423,0.61,0.45,0.64,0.50142857142857,1.0
117_423,0.75,0.77,0.47,0.54,1.0
117_423,0.51,0.71,0.66,0.56285714285714,1.0
117_423,0.78,0.41,0.64,0.44142857142857006,1.0
117_423,0.42,0.68,0.54,0.44428571428571006,0.93333333333333
117_423,0.58,0.5,0.33,0.50285714285714,1.0
117_423,0.38,0.61,0.61,0.45999999999999996,1.0
117_423,0.58,0.44,0.38,0.38,0.8
117_423,0.3,0.74,0.54,0.53571428571429,1.0
117_423,0.87,0.4,0.77,0.51714285714286,1.0
117_423,0.76,0.66,0.58,0.51285714285714,1.0
117_423,0.41,0.87,0.72,0.5700000000000001,0.73333333333333
117_423,0.31,0.6,0.31,0.44285714285714006,1.0
117_423,0.57,0.72,0.84,0.49285714285714005,0.86666666666667
117_423,0.31,0.3,0.52,0.43857142857143006,0.86666666666667
117_423,0.88,0.46,0.79,0.51,0.93333333333333
117_423,0.72,0.87,0.34,0.50285714285714,0.93333333333333
117_423,0.77,0.84,0.65,0.52571428571429,1.0
117_423,0.48,0.36,0.34,0.40714285714285997,0.8
117_423,0.46,0.53,0.7,0.40428571428571003,0.73333333333333
117_423,0.7,0.66,0.37,0.47285714285714003,1.0
117_423,0.48,0.63,0.31,0.44428571428571006,1.0
117_423,0.73,0.38,0.64,0.5728571428571401,1.0
