geopixel,osi_model_layer1_security_posture_assessment,osi_model_layer2_security_posture_assessment,osi_model_layer3_security_posture_assessment,cve_css_total_score,os_os_security_assessment
93_458,0.8,0.89,0.77,0.6200000000000001,1.0
93_458,0.6,0.61,0.48,0.44000000000000006,0.8
93_458,0.35,0.37,0.74,0.45,0.86666666666667
93_458,0.86,0.7,0.56,0.53571428571429,1.0
93_458,0.65,0.42,0.77,0.46857142857143,0.73333333333333
93_458,0.78,0.39,0.3,0.38285714285714,0.73333333333333
93_458,0.78,0.78,0.37,0.52714285714286,0.93333333333333
93_458,0.74,0.58,0.48,0.54142857142857,1.0
93_458,0.34,0.86,0.43,0.46714285714286,0.73333333333333
93_458,0.84,0.38,0.4,0.52,1.0
93_458,0.88,0.61,0.82,0.59714285714286,0.86666666666667
93_458,0.64,0.35,0.55,0.44428571428571006,1.0
93_458,0.44,0.42,0.3,0.48714285714286004,1.0
93_458,0.57,0.49,0.6,0.50714285714286,0.8
93_458,0.57,0.76,0.33,0.55,1.0
93_458,0.32,0.35,0.71,0.42857142857143,0.73333333333333
93_458,0.6,0.83,0.76,0.48714285714286004,0.8
93_458,0.88,0.45,0.81,0.61428571428571,1.0
93_458,0.55,0.58,0.57,0.48142857142857,0.8
93_458,0.51,0.87,0.71,0.52428571428571,1.0
93_458,0.53,0.63,0.82,0.51714285714286,1.0
93_458,0.67,0.4,0.71,0.5900000000000001,1.0
93_458,0.55,0.68,0.89,0.5685714285714301,0.73333333333333
93_458,0.7,0.68,0.74,0.55142857142857,0.86666666666667
93_458,0.59,0.83,0.89,0.54142857142857,1.0
93_458,0.7,0.56,0.58,0.49428571428571005,0.93333333333333
93_458,0.46,0.39,0.83,0.53714285714286,0.8
93_458,0.38,0.32,0.65,0.45571428571428996,0.86666666666667
93_458,0.68,0.55,0.88,0.52714285714286,1.0
93_458,0.38,0.34,0.85,0.58,0.8
93_458,0.83,0.76,0.41,0.48285714285714,1.0
93_458,0.44,0.3,0.55,0.45285714285714,0.73333333333333
93_458,0.34,0.73,0.41,0.44714285714286,1.0
93_458,0.55,0.68,0.51,0.5857142857142901,0.73333333333333
93_458,0.61,0.84,0.43,0.47571428571429,1.0
93_458,0.58,0.3,0.33,0.43571428571429005,0.86666666666667
93_458,0.52,0.83,0.33,0.52857142857143,0.86666666666667
93_458,0.46,0.76,0.71,0.5742857142857101,1.0
93_458,0.81,0.39,0.45,0.43,1.0
93_458,0.72,0.77,0.62,0.56428571428571,0.93333333333333
93_458,0.3,0.37,0.39,0.46857142857143,1.0
93_458,0.54,0.47,0.56,0.48285714285714,1.0
93_458,0.63,0.64,0.55,0.49571428571429,1.0
93_458,0.38,0.46,0.5,0.48285714285714,0.8
93_458,0.65,0.49,0.49,0.45571428571428996,0.8
93_458,0.41,0.45,0.61,0.49857142857143,1.0
93_458,0.57,0.4,0.88,0.51285714285714,0.86666666666667
93_458,0.87,0.63,0.43,0.44857142857143,1.0
93_458,0.62,0.55,0.73,0.53142857142857,0.93333333333333
93_458,0.79,0.66,0.59,0.5714285714285701,1.0
93_458,0.66,0.68,0.52,0.59571428571429,0.8
93_458,0.35,0.54,0.52,0.45428571428571,0.8
93_458,0.64,0.35,0.74,0.46857142857143,0.86666666666667
93_458,0.45,0.76,0.41,0.45571428571428996,1.0
93_458,0.83,0.83,0.37,0.50142857142857,1.0
93_458,0.5,0.53,0.81,0.5928571428571401,0.8
93_458,0.39,0.58,0.8,0.47571428571429,1.0
93_458,0.53,0.67,0.37,0.40857142857143,1.0
93_458,0.69,0.77,0.66,0.54857142857143,0.73333333333333
93_458,0.58,0.35,0.41,0.48428571428571,1.0
93_458,0.42,0.34,0.47,0.45,0.8
93_458,0.45,0.71,0.78,0.54571428571429,1.0
93_458,0.51,0.82,0.5,0.5914285714285701,0.86666666666667
93_458,0.51,0.49,0.55,0.47285714285714003,1.0
