geopixel,osi_model_layer1_security_posture_assessment,osi_model_layer2_security_posture_assessment,osi_model_layer3_security_posture_assessment,cve_css_total_score,os_os_security_assessment
71_441,0.37,0.89,0.56,0.49000000000000005,1.0
71_441,0.88,0.84,0.88,0.6200000000000001,1.0
71_441,0.35,0.4,0.63,0.5,0.8
71_441,0.58,0.58,0.61,0.54,0.86666666666667
71_441,0.81,0.88,0.35,0.56142857142857,0.86666666666667
71_441,0.89,0.31,0.71,0.60714285714286,0.86666666666667
71_441,0.42,0.53,0.31,0.38714285714286,0.73333333333333
71_441,0.77,0.75,0.46,0.52714285714286,1.0
71_441,0.82,0.67,0.68,0.53857142857143,0.73333333333333
71_441,0.72,0.87,0.55,0.52142857142857,0.8
71_441,0.42,0.48,0.61,0.43428571428571,1.0
71_441,0.39,0.76,0.34,0.38142857142857,1.0
71_441,0.81,0.61,0.79,0.56571428571429,1.0
71_441,0.83,0.74,0.43,0.55142857142857,0.86666666666667
71_441,0.69,0.52,0.78,0.55285714285714,0.73333333333333
71_441,0.57,0.59,0.38,0.48285714285714,1.0
71_441,0.62,0.71,0.84,0.55285714285714,0.8
71_441,0.73,0.51,0.69,0.56428571428571,0.93333333333333
71_441,0.44,0.66,0.79,0.5742857142857101,1.0
71_441,0.68,0.71,0.41,0.52142857142857,0.86666666666667
71_441,0.76,0.64,0.78,0.54,1.0
71_441,0.7,0.52,0.52,0.46714285714286,0.93333333333333
71_441,0.34,0.65,0.76,0.43857142857143006,0.73333333333333
71_441,0.79,0.33,0.89,0.55142857142857,1.0
71_441,0.81,0.33,0.8,0.54285714285714,0.73333333333333
71_441,0.73,0.54,0.48,0.41428571428571,1.0
71_441,0.31,0.81,0.71,0.50285714285714,0.86666666666667
71_441,0.56,0.3,0.89,0.54428571428571,1.0
71_441,0.7,0.62,0.5,0.53142857142857,0.73333333333333
71_441,0.44,0.35,0.73,0.44857142857143,1.0
71_441,0.78,0.83,0.79,0.53142857142857,1.0
71_441,0.75,0.59,0.47,0.51428571428571,0.8
71_441,0.39,0.43,0.43,0.45142857142857,1.0
71_441,0.76,0.79,0.42,0.6385714285714301,0.93333333333333
71_441,0.59,0.65,0.86,0.5871428571428601,0.86666666666667
71_441,0.5,0.35,0.85,0.5885714285714301,0.93333333333333
71_441,0.55,0.48,0.57,0.45285714285714,0.93333333333333
71_441,0.33,0.36,0.33,0.41571428571429003,0.86666666666667
71_441,0.53,0.64,0.4,0.50714285714286,1.0
71_441,0.38,0.76,0.83,0.49571428571429,0.8
71_441,0.66,0.7,0.63,0.51428571428571,0.73333333333333
71_441,0.34,0.66,0.82,0.5,0.86666666666667
71_441,0.48,0.37,0.85,0.55,1.0
71_441,0.4,0.51,0.42,0.47428571428571004,1.0
71_441,0.54,0.86,0.78,0.49714285714286,0.8
71_441,0.72,0.52,0.52,0.43857142857143006,1.0
71_441,0.51,0.47,0.51,0.49714285714286,0.8
71_441,0.88,0.33,0.77,0.59714285714286,1.0
71_441,0.41,0.59,0.33,0.43857142857143006,1.0
71_441,0.84,0.8,0.82,0.67285714285714,0.93333333333333
71_441,0.42,0.77,0.81,0.51428571428571,1.0
71_441,0.89,0.48,0.88,0.6357142857142901,0.93333333333333
71_441,0.35,0.62,0.8,0.51571428571429,0.8
71_441,0.83,0.78,0.49,0.55285714285714,1.0
71_441,0.71,0.4,0.55,0.43571428571429005,0.93333333333333
71_441,0.82,0.84,0.89,0.5728571428571401,1.0
71_441,0.33,0.83,0.54,0.46571428571429,0.93333333333333
71_441,0.79,0.88,0.44,0.6214285714285701,0.86666666666667
71_441,0.71,0.48,0.6,0.53857142857143,0.93333333333333
71_441,0.62,0.38,0.74,0.51857142857143,1.0
71_441,0.32,0.56,0.58,0.40714285714285997,0.8
71_441,0.7,0.74,0.62,0.52285714285714,0.93333333333333
71_441,0.39,0.69,0.39,0.37285714285714,0.73333333333333
71_441,0.7,0.86,0.51,0.53142857142857,1.0
71_441,0.83,0.54,0.63,0.52142857142857,0.86666666666667
71_441,0.34,0.45,0.49,0.46857142857143,1.0
71_441,0.8,0.67,0.4,0.43857142857143006,0.93333333333333
71_441,0.61,0.89,0.57,0.5714285714285701,1.0
71_441,0.42,0.67,0.81,0.54714285714286,0.8
71_441,0.53,0.81,0.53,0.54,1.0
71_441,0.48,0.79,0.84,0.53,0.73333333333333
71_441,0.78,0.51,0.36,0.49714285714286,1.0
71_441,0.58,0.74,0.37,0.44857142857143,0.93333333333333
71_441,0.62,0.89,0.88,0.51428571428571,0.73333333333333
71_441,0.77,0.64,0.86,0.60857142857143,1.0
71_441,0.42,0.36,0.61,0.44285714285714006,0.86666666666667
71_441,0.86,0.4,0.71,0.48142857142857,1.0
71_441,0.75,0.69,0.68,0.49571428571429,0.86666666666667
71_441,0.62,0.81,0.3,0.53428571428571,0.73333333333333
71_441,0.7,0.58,0.36,0.5599999999999999,0.73333333333333
71_441,0.87,0.39,0.58,0.49000000000000005,0.93333333333333
71_441,0.73,0.42,0.68,0.47285714285714003,0.86666666666667
71_441,0.3,0.77,0.85,0.49285714285714005,1.0
71_441,0.44,0.47,0.7,0.39285714285714,0.93333333333333
71_441,0.61,0.73,0.54,0.49142857142857005,1.0
71_441,0.49,0.42,0.56,0.45,1.0
71_441,0.89,0.83,0.48,0.54142857142857,1.0
71_441,0.82,0.84,0.86,0.62571428571429,0.8
71_441,0.48,0.83,0.8,0.6000000000000001,0.86666666666667
71_441,0.53,0.68,0.59,0.45571428571428996,1.0
71_441,0.47,0.63,0.33,0.47714285714286,0.86666666666667
71_441,0.82,0.71,0.35,0.52714285714286,0.73333333333333
71_441,0.89,0.36,0.6,0.49571428571429,1.0
71_441,0.66,0.88,0.42,0.50428571428571,0.86666666666667
71_441,0.85,0.37,0.55,0.5671428571428601,1.0
71_441,0.51,0.3,0.75,0.45,1.0
71_441,0.61,0.31,0.56,0.50571428571429,0.8
71_441,0.62,0.76,0.44,0.47142857142857003,1.0
71_441,0.69,0.87,0.72,0.52,1.0
71_441,0.83,0.61,0.6,0.5585714285714299,0.73333333333333
71_441,0.45,0.31,0.3,0.34571428571429,1.0
71_441,0.5,0.49,0.74,0.53571428571429,1.0
71_441,0.55,0.58,0.3,0.43,0.86666666666667
71_441,0.65,0.77,0.31,0.49857142857143,0.86666666666667
71_441,0.4,0.76,0.86,0.49857142857143,1.0
71_441,0.87,0.69,0.88,0.62857142857143,0.93333333333333
71_441,0.31,0.78,0.71,0.48285714285714,0.86666666666667
71_441,0.84,0.49,0.35,0.48,1.0
71_441,0.79,0.66,0.32,0.45285714285714,1.0
71_441,0.73,0.44,0.86,0.49142857142857005,1.0
71_441,0.35,0.62,0.52,0.47857142857143,1.0
71_441,0.87,0.71,0.44,0.50428571428571,1.0
71_441,0.3,0.53,0.61,0.46857142857143,0.8
71_441,0.36,0.69,0.66,0.48857142857143004,0.93333333333333
71_441,0.56,0.61,0.46,0.51285714285714,1.0
71_441,0.86,0.69,0.78,0.5857142857142901,1.0
71_441,0.62,0.73,0.31,0.58285714285714,0.93333333333333
71_441,0.53,0.87,0.4,0.53,1.0
71_441,0.81,0.67,0.69,0.6185714285714301,0.73333333333333
71_441,0.47,0.88,0.47,0.53714285714286,1.0
71_441,0.75,0.86,0.41,0.53428571428571,1.0
71_441,0.66,0.81,0.48,0.5742857142857101,0.8
71_441,0.43,0.55,0.49,0.51285714285714,1.0
71_441,0.75,0.61,0.59,0.49428571428571005,0.8
71_441,0.56,0.84,0.73,0.53428571428571,1.0
71_441,0.81,0.53,0.82,0.59714285714286,1.0
71_441,0.56,0.62,0.81,0.52857142857143,0.73333333333333
71_441,0.86,0.89,0.45,0.57857142857143,1.0
71_441,0.44,0.83,0.63,0.51285714285714,1.0
71_441,0.75,0.75,0.37,0.50714285714286,0.8
71_441,0.67,0.62,0.88,0.5900000000000001,1.0
71_441,0.61,0.62,0.81,0.54857142857143,1.0
71_441,0.67,0.38,0.82,0.55142857142857,1.0
71_441,0.65,0.61,0.55,0.47571428571429,1.0
71_441,0.83,0.78,0.62,0.57857142857143,0.73333333333333
71_441,0.89,0.37,0.77,0.54,1.0
71_441,0.55,0.73,0.64,0.52571428571429,0.86666666666667
71_441,0.5,0.8,0.62,0.54428571428571,1.0
71_441,0.61,0.53,0.44,0.50142857142857,0.8
71_441,0.86,0.57,0.56,0.5900000000000001,0.8
71_441,0.76,0.35,0.4,0.42142857142857004,1.0
71_441,0.36,0.7,0.63,0.5585714285714299,0.86666666666667
71_441,0.49,0.41,0.32,0.43285714285714,0.86666666666667
71_441,0.61,0.77,0.73,0.55,1.0
71_441,0.85,0.62,0.41,0.58285714285714,0.8
71_441,0.57,0.59,0.69,0.51142857142857,0.73333333333333
71_441,0.33,0.41,0.56,0.35142857142857004,0.73333333333333
71_441,0.38,0.67,0.31,0.43,1.0
71_441,0.31,0.66,0.31,0.38571428571429,0.73333333333333
71_441,0.62,0.59,0.32,0.47285714285714003,1.0
71_441,0.37,0.45,0.58,0.45142857142857,0.86666666666667
71_441,0.61,0.48,0.4,0.49428571428571005,1.0
71_441,0.77,0.73,0.53,0.50571428571429,0.93333333333333
71_441,0.73,0.59,0.32,0.52428571428571,0.93333333333333
71_441,0.74,0.44,0.66,0.51285714285714,0.93333333333333
