geopixel,osi_model_layer1_security_posture_assessment,osi_model_layer2_security_posture_assessment,osi_model_layer3_security_posture_assessment,cve_css_total_score,os_os_security_assessment
101_450,0.77,0.86,0.41,0.48142857142857,0.8
101_450,0.32,0.88,0.64,0.48428571428571,0.8
101_450,0.46,0.84,0.47,0.52428571428571,0.86666666666667
101_450,0.33,0.63,0.68,0.55285714285714,1.0
101_450,0.73,0.46,0.59,0.5,0.8
101_450,0.48,0.82,0.38,0.42000000000000004,1.0
101_450,0.83,0.6,0.77,0.51857142857143,0.86666666666667
101_450,0.51,0.55,0.59,0.48,1.0
101_450,0.46,0.76,0.48,0.44428571428571006,0.86666666666667
101_450,0.31,0.62,0.88,0.51142857142857,1.0
101_450,0.64,0.73,0.54,0.6014285714285701,0.73333333333333
101_450,0.82,0.44,0.54,0.49714285714286,1.0
101_450,0.35,0.47,0.89,0.5742857142857101,1.0
101_450,0.36,0.75,0.8,0.6200000000000001,1.0
101_450,0.47,0.69,0.85,0.52714285714286,0.86666666666667
101_450,0.86,0.7,0.52,0.5,1.0
101_450,0.44,0.61,0.72,0.45714285714285996,1.0
101_450,0.58,0.34,0.35,0.41571428571429003,0.93333333333333
101_450,0.54,0.73,0.89,0.58285714285714,1.0
101_450,0.72,0.78,0.56,0.5557142857142899,1.0
101_450,0.77,0.36,0.8,0.49142857142857005,0.73333333333333
101_450,0.76,0.51,0.54,0.44714285714286,1.0
101_450,0.44,0.75,0.72,0.59714285714286,0.73333333333333
101_450,0.5,0.76,0.8,0.52571428571429,0.86666666666667
101_450,0.46,0.33,0.84,0.53428571428571,1.0
101_450,0.67,0.62,0.84,0.5599999999999999,0.86666666666667
101_450,0.3,0.33,0.5,0.47000000000000003,1.0
101_450,0.5,0.74,0.76,0.62857142857143,0.93333333333333
101_450,0.42,0.82,0.49,0.48142857142857,0.93333333333333
101_450,0.71,0.55,0.4,0.47142857142857003,1.0
101_450,0.37,0.84,0.3,0.45142857142857,0.86666666666667
101_450,0.78,0.83,0.56,0.54428571428571,0.86666666666667
101_450,0.57,0.62,0.35,0.44000000000000006,0.73333333333333
101_450,0.56,0.6,0.43,0.49571428571429,0.73333333333333
101_450,0.58,0.6,0.8,0.5714285714285701,1.0
101_450,0.81,0.65,0.46,0.5742857142857101,1.0
101_450,0.87,0.63,0.52,0.52428571428571,0.86666666666667
101_450,0.49,0.83,0.65,0.47857142857143,0.73333333333333
101_450,0.35,0.56,0.4,0.39714285714286,1.0
101_450,0.64,0.3,0.75,0.40285714285714,0.86666666666667
101_450,0.78,0.41,0.5,0.54714285714286,1.0
101_450,0.37,0.67,0.63,0.5942857142857101,0.86666666666667
101_450,0.85,0.76,0.83,0.6242857142857101,1.0
101_450,0.32,0.63,0.3,0.42285714285714004,0.73333333333333
101_450,0.61,0.71,0.66,0.50285714285714,1.0
