geopixel,osi_model_layer1_security_posture_assessment,osi_model_layer2_security_posture_assessment,osi_model_layer3_security_posture_assessment,cve_css_total_score,os_os_security_assessment
100_425,0.52,0.41,0.85,0.43857142857143006,0.73333333333333
100_425,0.88,0.75,0.6,0.53142857142857,1.0
100_425,0.68,0.39,0.74,0.5685714285714301,0.73333333333333
100_425,0.35,0.35,0.79,0.39,0.86666666666667
100_425,0.49,0.87,0.38,0.53857142857143,0.73333333333333
100_425,0.58,0.89,0.59,0.63428571428571,1.0
100_425,0.44,0.48,0.76,0.48857142857143004,0.86666666666667
100_425,0.64,0.79,0.61,0.50571428571429,1.0
100_425,0.36,0.4,0.8,0.49714285714286,0.86666666666667
100_425,0.74,0.55,0.82,0.52857142857143,0.86666666666667
100_425,0.68,0.75,0.79,0.51571428571429,1.0
100_425,0.57,0.85,0.7,0.5714285714285701,0.86666666666667
100_425,0.35,0.87,0.33,0.45714285714285996,0.73333333333333
100_425,0.38,0.82,0.68,0.53285714285714,1.0
100_425,0.89,0.63,0.7,0.5585714285714299,0.73333333333333
100_425,0.55,0.72,0.85,0.64857142857143,0.93333333333333
100_425,0.47,0.87,0.41,0.45428571428571,1.0
100_425,0.88,0.43,0.75,0.61,0.8
100_425,0.82,0.46,0.42,0.47571428571429,1.0
100_425,0.4,0.69,0.87,0.5671428571428601,0.8
100_425,0.33,0.88,0.33,0.42428571428571005,1.0
100_425,0.86,0.76,0.39,0.56285714285714,0.73333333333333
100_425,0.43,0.78,0.62,0.5685714285714301,1.0
100_425,0.33,0.44,0.74,0.47285714285714003,0.8
100_425,0.33,0.64,0.57,0.50571428571429,0.8
100_425,0.87,0.39,0.77,0.59571428571429,1.0
100_425,0.85,0.72,0.32,0.44142857142857006,1.0
100_425,0.31,0.63,0.49,0.42857142857143,1.0
100_425,0.44,0.53,0.71,0.49000000000000005,0.86666666666667
100_425,0.8,0.3,0.39,0.54428571428571,0.86666666666667
100_425,0.86,0.68,0.83,0.55,1.0
