geopixel,osi_model_layer1_security_posture_assessment,osi_model_layer2_security_posture_assessment,osi_model_layer3_security_posture_assessment,cve_css_total_score,os_os_security_assessment
120_417,0.4,0.41,0.72,0.48714285714286004,1.0
120_417,0.8,0.66,0.39,0.50714285714286,0.86666666666667
120_417,0.75,0.78,0.54,0.45999999999999996,1.0
120_417,0.54,0.38,0.36,0.47571428571429,0.8
120_417,0.41,0.56,0.82,0.53714285714286,1.0
120_417,0.84,0.75,0.3,0.48142857142857,0.73333333333333
120_417,0.58,0.73,0.85,0.50428571428571,0.86666666666667
120_417,0.3,0.67,0.88,0.5671428571428601,1.0
120_417,0.89,0.61,0.8,0.58428571428571,0.93333333333333
120_417,0.77,0.72,0.59,0.5714285714285701,1.0
120_417,0.37,0.49,0.57,0.45,0.86666666666667
120_417,0.6,0.31,0.86,0.48,0.73333333333333
120_417,0.71,0.63,0.4,0.48285714285714,1.0
120_417,0.85,0.7,0.49,0.47714285714286,0.73333333333333
120_417,0.45,0.67,0.78,0.54571428571429,1.0
120_417,0.38,0.54,0.58,0.48,0.8
120_417,0.53,0.73,0.61,0.58428571428571,0.73333333333333
120_417,0.38,0.88,0.61,0.52428571428571,0.93333333333333
120_417,0.44,0.77,0.31,0.5571428571428599,0.93333333333333
120_417,0.49,0.41,0.68,0.49285714285714005,0.86666666666667
120_417,0.57,0.48,0.38,0.49571428571429,0.86666666666667
120_417,0.46,0.87,0.76,0.5900000000000001,1.0
120_417,0.71,0.47,0.64,0.48428571428571,0.93333333333333
120_417,0.62,0.72,0.43,0.49857142857143,0.8
120_417,0.61,0.71,0.65,0.46857142857143,0.73333333333333
120_417,0.49,0.87,0.44,0.47285714285714003,0.8
120_417,0.78,0.43,0.81,0.5742857142857101,1.0
120_417,0.73,0.66,0.34,0.45285714285714,0.73333333333333
120_417,0.87,0.8,0.84,0.6442857142857101,0.93333333333333
120_417,0.39,0.88,0.47,0.52285714285714,0.8
120_417,0.34,0.49,0.89,0.41,1.0
120_417,0.4,0.62,0.74,0.50714285714286,0.8
120_417,0.33,0.89,0.67,0.52428571428571,0.73333333333333
120_417,0.61,0.7,0.36,0.45571428571428996,1.0
120_417,0.81,0.58,0.83,0.50142857142857,0.86666666666667
120_417,0.54,0.68,0.77,0.5571428571428599,1.0
120_417,0.88,0.74,0.75,0.54714285714286,0.93333333333333
120_417,0.71,0.53,0.88,0.57857142857143,0.8
120_417,0.58,0.88,0.7,0.46571428571429,0.73333333333333
120_417,0.81,0.47,0.3,0.45999999999999996,1.0
120_417,0.54,0.72,0.52,0.54,0.8
120_417,0.54,0.69,0.31,0.39428571428571,1.0
120_417,0.51,0.62,0.4,0.44000000000000006,1.0
120_417,0.65,0.84,0.5,0.54571428571429,1.0
120_417,0.61,0.4,0.6,0.46428571428570997,0.93333333333333
120_417,0.56,0.71,0.7,0.60714285714286,0.73333333333333
120_417,0.32,0.59,0.71,0.39142857142857,1.0
120_417,0.78,0.4,0.78,0.51428571428571,0.8
120_417,0.38,0.58,0.61,0.53428571428571,0.93333333333333
120_417,0.83,0.67,0.78,0.56142857142857,1.0
120_417,0.3,0.64,0.76,0.48142857142857,1.0
120_417,0.44,0.53,0.56,0.44714285714286,1.0
120_417,0.71,0.67,0.5,0.51714285714286,0.93333333333333
120_417,0.49,0.49,0.64,0.44285714285714006,0.86666666666667
120_417,0.37,0.83,0.77,0.55142857142857,0.73333333333333
120_417,0.37,0.77,0.8,0.51,1.0
120_417,0.55,0.59,0.5,0.51714285714286,0.8
120_417,0.73,0.31,0.84,0.56285714285714,0.93333333333333
120_417,0.66,0.83,0.85,0.6157142857142901,0.86666666666667
120_417,0.86,0.36,0.43,0.47000000000000003,0.8
120_417,0.62,0.5,0.78,0.49000000000000005,0.8
120_417,0.8,0.41,0.88,0.50285714285714,1.0
120_417,0.37,0.39,0.62,0.39857142857143,1.0
120_417,0.83,0.81,0.83,0.52142857142857,0.73333333333333
120_417,0.73,0.75,0.62,0.5728571428571401,1.0
120_417,0.86,0.38,0.59,0.54285714285714,0.86666666666667
120_417,0.52,0.43,0.5,0.42571428571429,1.0
120_417,0.68,0.77,0.55,0.54285714285714,1.0
120_417,0.77,0.34,0.64,0.55285714285714,1.0
120_417,0.53,0.88,0.66,0.59571428571429,1.0
120_417,0.36,0.36,0.54,0.41857142857143004,0.73333333333333
120_417,0.49,0.32,0.64,0.47142857142857003,1.0
120_417,0.85,0.82,0.46,0.54857142857143,1.0
120_417,0.37,0.82,0.4,0.47714285714286,0.8
120_417,0.8,0.61,0.47,0.43285714285714,1.0
120_417,0.45,0.41,0.64,0.49142857142857005,0.8
120_417,0.73,0.63,0.48,0.57571428571429,1.0
120_417,0.83,0.8,0.46,0.53857142857143,0.86666666666667
120_417,0.48,0.88,0.66,0.53428571428571,0.73333333333333
120_417,0.45,0.71,0.68,0.5,1.0
120_417,0.83,0.32,0.53,0.46714285714286,1.0
120_417,0.33,0.55,0.5,0.5,1.0
120_417,0.79,0.52,0.77,0.5900000000000001,0.86666666666667
120_417,0.43,0.41,0.82,0.40571428571428997,0.93333333333333
120_417,0.54,0.44,0.84,0.5742857142857101,0.8
120_417,0.79,0.66,0.57,0.5885714285714301,0.73333333333333
120_417,0.37,0.73,0.61,0.51714285714286,1.0
120_417,0.33,0.86,0.85,0.51285714285714,0.93333333333333
120_417,0.66,0.72,0.4,0.45285714285714,1.0
