geopixel,osi_model_layer1_security_posture_assessment,osi_model_layer2_security_posture_assessment,osi_model_layer3_security_posture_assessment,cve_css_total_score,os_os_security_assessment
80_417,0.55,0.37,0.77,0.51857142857143,0.73333333333333
80_417,0.72,0.87,0.83,0.67,0.86666666666667
80_417,0.75,0.71,0.67,0.5671428571428601,1.0
80_417,0.44,0.58,0.41,0.46714285714286,0.73333333333333
80_417,0.3,0.46,0.57,0.45714285714285996,0.73333333333333
80_417,0.53,0.78,0.78,0.54142857142857,0.73333333333333
80_417,0.67,0.82,0.85,0.62714285714286,0.86666666666667
80_417,0.65,0.46,0.58,0.54142857142857,1.0
80_417,0.4,0.39,0.51,0.43285714285714,0.73333333333333
80_417,0.71,0.51,0.76,0.5900000000000001,1.0
80_417,0.89,0.41,0.8,0.52428571428571,0.93333333333333
80_417,0.85,0.58,0.3,0.60714285714286,0.73333333333333
80_417,0.61,0.89,0.6,0.57571428571429,1.0
80_417,0.86,0.48,0.61,0.43857142857143006,0.8
80_417,0.89,0.58,0.36,0.41714285714286004,1.0
80_417,0.71,0.7,0.62,0.6200000000000001,0.8
80_417,0.39,0.89,0.6,0.52857142857143,0.86666666666667
80_417,0.44,0.33,0.35,0.29428571428571,1.0
80_417,0.53,0.65,0.59,0.52428571428571,0.86666666666667
80_417,0.87,0.76,0.83,0.57571428571429,1.0
80_417,0.84,0.6,0.66,0.5,0.86666666666667
80_417,0.89,0.46,0.61,0.51571428571429,1.0
80_417,0.7,0.44,0.78,0.51714285714286,0.86666666666667
80_417,0.32,0.48,0.53,0.41285714285714,0.93333333333333
80_417,0.59,0.52,0.38,0.45285714285714,0.8
80_417,0.31,0.47,0.78,0.46428571428570997,0.86666666666667
80_417,0.38,0.81,0.34,0.53285714285714,0.86666666666667
80_417,0.89,0.64,0.83,0.6214285714285701,0.8
80_417,0.75,0.75,0.41,0.52285714285714,0.93333333333333
80_417,0.38,0.51,0.67,0.49285714285714005,1.0
80_417,0.62,0.53,0.88,0.52428571428571,0.86666666666667
80_417,0.33,0.6,0.83,0.44714285714286,0.8
80_417,0.81,0.85,0.73,0.53714285714286,1.0
80_417,0.58,0.41,0.39,0.47142857142857003,1.0
80_417,0.65,0.73,0.54,0.53285714285714,0.73333333333333
80_417,0.58,0.53,0.83,0.53428571428571,0.8
80_417,0.79,0.5,0.32,0.43142857142857,0.8
80_417,0.79,0.53,0.4,0.49714285714286,1.0
80_417,0.49,0.68,0.66,0.45714285714285996,0.86666666666667
80_417,0.7,0.52,0.52,0.54714285714286,0.86666666666667
80_417,0.71,0.49,0.61,0.54571428571429,0.8
80_417,0.53,0.63,0.43,0.54142857142857,1.0
80_417,0.57,0.88,0.69,0.47857142857143,0.73333333333333
80_417,0.52,0.36,0.42,0.40285714285714,1.0
80_417,0.44,0.8,0.48,0.54714285714286,0.73333333333333
