geopixel,osi_model_layer1_security_posture_assessment,osi_model_layer2_security_posture_assessment,osi_model_layer3_security_posture_assessment,cve_css_total_score,os_os_security_assessment
91_436,0.43,0.47,0.86,0.50857142857143,0.73333333333333
91_436,0.55,0.67,0.66,0.53571428571429,1.0
91_436,0.31,0.55,0.52,0.54714285714286,0.73333333333333
91_436,0.3,0.43,0.31,0.39428571428571,1.0
91_436,0.49,0.35,0.67,0.48285714285714,0.86666666666667
91_436,0.56,0.68,0.89,0.49142857142857005,1.0
91_436,0.71,0.72,0.34,0.45285714285714,0.73333333333333
91_436,0.36,0.57,0.62,0.39571428571429,0.73333333333333
91_436,0.33,0.46,0.77,0.46571428571429,1.0
91_436,0.66,0.74,0.47,0.49285714285714005,1.0
91_436,0.6,0.58,0.64,0.51714285714286,1.0
91_436,0.69,0.69,0.78,0.6014285714285701,1.0
91_436,0.31,0.77,0.81,0.51142857142857,0.93333333333333
91_436,0.47,0.58,0.31,0.47000000000000003,1.0
91_436,0.35,0.68,0.69,0.50571428571429,0.86666666666667
91_436,0.61,0.65,0.82,0.5685714285714301,0.93333333333333
91_436,0.42,0.38,0.65,0.49285714285714005,0.73333333333333
91_436,0.76,0.41,0.62,0.56285714285714,0.8
91_436,0.63,0.38,0.81,0.5571428571428599,1.0
91_436,0.89,0.48,0.38,0.49285714285714005,0.86666666666667
91_436,0.74,0.77,0.83,0.6185714285714301,0.73333333333333
91_436,0.79,0.5,0.69,0.6014285714285701,0.93333333333333
91_436,0.58,0.32,0.45,0.48714285714286004,0.93333333333333
91_436,0.66,0.86,0.66,0.5714285714285701,0.86666666666667
91_436,0.37,0.62,0.38,0.44571428571429,0.73333333333333
91_436,0.86,0.87,0.42,0.54142857142857,1.0
91_436,0.6,0.7,0.47,0.43142857142857,0.73333333333333
91_436,0.59,0.4,0.33,0.39142857142857,0.93333333333333
91_436,0.48,0.56,0.76,0.49142857142857005,0.8
91_436,0.73,0.57,0.41,0.49285714285714005,1.0
91_436,0.79,0.59,0.87,0.5599999999999999,0.86666666666667
91_436,0.8,0.42,0.55,0.49714285714286,0.86666666666667
91_436,0.53,0.75,0.32,0.44571428571429,1.0
91_436,0.79,0.87,0.59,0.5671428571428601,0.8
91_436,0.5,0.3,0.31,0.44571428571429,1.0
91_436,0.79,0.63,0.53,0.5728571428571401,0.93333333333333
91_436,0.37,0.71,0.32,0.39857142857143,1.0
91_436,0.66,0.73,0.52,0.56142857142857,1.0
91_436,0.3,0.75,0.32,0.36857142857143005,1.0
91_436,0.6,0.63,0.51,0.5,0.86666666666667
91_436,0.38,0.62,0.63,0.43,1.0
91_436,0.51,0.85,0.38,0.50571428571429,0.73333333333333
91_436,0.72,0.67,0.43,0.52714285714286,0.73333333333333
91_436,0.82,0.46,0.51,0.6042857142857101,1.0
91_436,0.38,0.36,0.84,0.47428571428571004,0.93333333333333
91_436,0.66,0.89,0.64,0.50428571428571,1.0
91_436,0.62,0.73,0.35,0.51428571428571,0.86666666666667
91_436,0.8,0.6,0.48,0.51571428571429,1.0
91_436,0.66,0.77,0.3,0.49000000000000005,0.93333333333333
91_436,0.57,0.53,0.82,0.50714285714286,1.0
91_436,0.42,0.77,0.59,0.46142857142856997,1.0
91_436,0.62,0.6,0.3,0.41571428571429003,0.86666666666667
91_436,0.54,0.45,0.68,0.44857142857143,1.0
91_436,0.72,0.62,0.35,0.42000000000000004,0.86666666666667
