geopixel,osi_model_layer1_security_posture_assessment,osi_model_layer2_security_posture_assessment,osi_model_layer3_security_posture_assessment,cve_css_total_score,os_os_security_assessment
83_419,0.61,0.79,0.88,0.62571428571429,1.0
83_419,0.7,0.82,0.59,0.61,1.0
83_419,0.46,0.5,0.57,0.49428571428571005,1.0
83_419,0.88,0.59,0.4,0.5928571428571401,0.8
83_419,0.35,0.56,0.32,0.45999999999999996,1.0
83_419,0.51,0.54,0.59,0.52,0.86666666666667
83_419,0.69,0.67,0.76,0.57714285714286,1.0
83_419,0.85,0.5,0.36,0.49000000000000005,1.0
83_419,0.32,0.41,0.51,0.43,1.0
83_419,0.46,0.43,0.67,0.49142857142857005,0.86666666666667
83_419,0.83,0.41,0.39,0.50571428571429,1.0
83_419,0.5,0.46,0.69,0.44428571428571006,0.73333333333333
83_419,0.67,0.38,0.48,0.45,0.73333333333333
83_419,0.84,0.39,0.33,0.48571428571429004,0.86666666666667
83_419,0.45,0.87,0.87,0.54142857142857,0.73333333333333
83_419,0.81,0.37,0.5,0.47428571428571004,0.93333333333333
83_419,0.58,0.48,0.32,0.40857142857143,0.93333333333333
83_419,0.35,0.66,0.77,0.51428571428571,1.0
83_419,0.61,0.33,0.57,0.42285714285714004,0.73333333333333
83_419,0.81,0.73,0.78,0.53714285714286,0.93333333333333
83_419,0.85,0.83,0.63,0.6171428571428601,1.0
83_419,0.51,0.38,0.71,0.50714285714286,0.86666666666667
83_419,0.73,0.44,0.82,0.48142857142857,1.0
83_419,0.6,0.57,0.75,0.48,1.0
83_419,0.61,0.44,0.34,0.47142857142857003,0.73333333333333
83_419,0.79,0.56,0.4,0.5714285714285701,0.73333333333333
83_419,0.58,0.75,0.87,0.6242857142857101,0.73333333333333
83_419,0.77,0.53,0.51,0.55285714285714,0.86666666666667
83_419,0.88,0.41,0.57,0.50428571428571,1.0
83_419,0.42,0.33,0.43,0.41428571428571,0.86666666666667
83_419,0.31,0.41,0.89,0.52857142857143,1.0
83_419,0.54,0.68,0.52,0.5671428571428601,0.93333333333333
83_419,0.47,0.62,0.64,0.53428571428571,1.0
83_419,0.67,0.55,0.78,0.54142857142857,1.0
