geopixel,osi_model_layer1_security_posture_assessment,osi_model_layer2_security_posture_assessment,osi_model_layer3_security_posture_assessment,cve_css_total_score,os_os_security_assessment
95_411,0.76,0.69,0.46,0.5571428571428599,0.8
95_411,0.34,0.3,0.85,0.51714285714286,1.0
95_411,0.66,0.8,0.89,0.53285714285714,0.86666666666667
95_411,0.44,0.83,0.65,0.50142857142857,1.0
95_411,0.65,0.3,0.6,0.46285714285713997,0.93333333333333
95_411,0.35,0.74,0.62,0.54285714285714,1.0
95_411,0.3,0.64,0.78,0.45857142857142996,0.93333333333333
95_411,0.43,0.3,0.5,0.37142857142857005,1.0
95_411,0.57,0.54,0.86,0.5671428571428601,1.0
95_411,0.6,0.69,0.35,0.43857142857143006,0.8
95_411,0.87,0.72,0.43,0.56428571428571,0.93333333333333
95_411,0.87,0.4,0.38,0.52857142857143,1.0
95_411,0.36,0.88,0.34,0.41285714285714,1.0
95_411,0.72,0.72,0.8,0.57571428571429,1.0
95_411,0.4,0.72,0.39,0.47714285714286,0.86666666666667
95_411,0.42,0.51,0.74,0.49571428571429,1.0
95_411,0.65,0.89,0.59,0.52571428571429,0.8
95_411,0.7,0.43,0.55,0.48142857142857,0.73333333333333
95_411,0.51,0.41,0.89,0.44571428571429,0.86666666666667
95_411,0.82,0.81,0.38,0.50571428571429,1.0
95_411,0.81,0.35,0.84,0.56142857142857,0.86666666666667
95_411,0.73,0.6,0.5,0.55428571428571,0.86666666666667
95_411,0.88,0.39,0.49,0.54571428571429,0.86666666666667
95_411,0.76,0.58,0.49,0.51714285714286,0.86666666666667
95_411,0.71,0.66,0.6,0.51142857142857,1.0
95_411,0.47,0.71,0.5,0.54857142857143,1.0
95_411,0.36,0.71,0.31,0.43714285714286005,0.86666666666667
95_411,0.54,0.53,0.56,0.44428571428571006,0.93333333333333
95_411,0.45,0.6,0.65,0.47142857142857003,0.93333333333333
95_411,0.57,0.51,0.43,0.42000000000000004,1.0
95_411,0.32,0.51,0.45,0.42000000000000004,1.0
95_411,0.81,0.83,0.42,0.5714285714285701,0.93333333333333
95_411,0.86,0.6,0.32,0.53142857142857,1.0
95_411,0.85,0.47,0.59,0.49571428571429,0.93333333333333
95_411,0.64,0.37,0.61,0.53142857142857,1.0
95_411,0.63,0.84,0.43,0.51571428571429,1.0
95_411,0.87,0.42,0.54,0.50571428571429,0.86666666666667
95_411,0.57,0.59,0.69,0.53,1.0
95_411,0.39,0.45,0.66,0.47857142857143,1.0
95_411,0.38,0.49,0.89,0.51857142857143,0.86666666666667
95_411,0.52,0.87,0.89,0.57714285714286,1.0
95_411,0.48,0.69,0.79,0.56142857142857,0.93333333333333
95_411,0.74,0.79,0.32,0.5728571428571401,0.73333333333333
95_411,0.87,0.59,0.86,0.58,1.0
95_411,0.37,0.77,0.52,0.45142857142857,0.86666666666667
95_411,0.76,0.89,0.45,0.55142857142857,0.73333333333333
95_411,0.62,0.83,0.49,0.5742857142857101,0.86666666666667
95_411,0.73,0.87,0.43,0.5942857142857101,0.93333333333333
95_411,0.74,0.85,0.8,0.57857142857143,0.73333333333333
95_411,0.37,0.34,0.62,0.49285714285714005,1.0
95_411,0.37,0.31,0.58,0.47428571428571004,0.93333333333333
