geopixel,osi_model_layer1_security_posture_assessment,osi_model_layer2_security_posture_assessment,osi_model_layer3_security_posture_assessment,cve_css_total_score,os_os_security_assessment
83_432,0.89,0.81,0.46,0.54,1.0
83_432,0.46,0.52,0.71,0.5557142857142899,0.86666666666667
83_432,0.34,0.82,0.79,0.5928571428571401,0.73333333333333
83_432,0.42,0.43,0.36,0.47000000000000003,0.73333333333333
83_432,0.7,0.78,0.47,0.49857142857143,1.0
83_432,0.75,0.49,0.32,0.43,0.73333333333333
83_432,0.63,0.71,0.59,0.52714285714286,0.8
83_432,0.72,0.36,0.46,0.53428571428571,0.73333333333333
83_432,0.83,0.58,0.77,0.55285714285714,0.93333333333333
83_432,0.31,0.89,0.81,0.5728571428571401,0.86666666666667
83_432,0.68,0.7,0.41,0.50428571428571,1.0
83_432,0.86,0.37,0.84,0.5571428571428599,1.0
83_432,0.84,0.68,0.67,0.46571428571429,1.0
83_432,0.59,0.89,0.4,0.5728571428571401,0.93333333333333
83_432,0.88,0.78,0.52,0.5,1.0
83_432,0.59,0.5,0.86,0.5871428571428601,1.0
83_432,0.56,0.84,0.52,0.59714285714286,1.0
83_432,0.52,0.4,0.41,0.45,0.73333333333333
83_432,0.31,0.75,0.36,0.42571428571429,1.0
83_432,0.53,0.68,0.32,0.53,0.93333333333333
83_432,0.4,0.55,0.4,0.42000000000000004,1.0
83_432,0.45,0.75,0.74,0.56571428571429,0.8
83_432,0.32,0.54,0.68,0.45999999999999996,0.86666666666667
83_432,0.87,0.3,0.4,0.51285714285714,0.73333333333333
83_432,0.77,0.46,0.71,0.52571428571429,0.8
83_432,0.56,0.41,0.32,0.48,0.86666666666667
83_432,0.55,0.33,0.44,0.47000000000000003,0.93333333333333
83_432,0.73,0.89,0.36,0.50285714285714,1.0
83_432,0.41,0.75,0.35,0.53428571428571,0.73333333333333
83_432,0.61,0.33,0.57,0.45,0.93333333333333
83_432,0.73,0.33,0.89,0.48428571428571,0.93333333333333
83_432,0.5,0.34,0.77,0.46142857142856997,1.0
83_432,0.88,0.62,0.69,0.54714285714286,0.93333333333333
83_432,0.56,0.39,0.8,0.51428571428571,0.8
83_432,0.58,0.51,0.7,0.5,0.73333333333333
83_432,0.8,0.81,0.77,0.57714285714286,1.0
83_432,0.79,0.37,0.3,0.54142857142857,0.73333333333333
83_432,0.34,0.68,0.34,0.52285714285714,0.93333333333333
83_432,0.38,0.32,0.58,0.45857142857142996,0.93333333333333
83_432,0.3,0.76,0.45,0.45571428571428996,1.0
83_432,0.4,0.44,0.43,0.54571428571429,0.8
83_432,0.63,0.66,0.44,0.48571428571429004,0.86666666666667
83_432,0.61,0.88,0.45,0.58428571428571,0.8
83_432,0.44,0.56,0.48,0.46428571428570997,0.8
83_432,0.58,0.53,0.79,0.52571428571429,0.73333333333333
83_432,0.3,0.68,0.65,0.49428571428571005,1.0
83_432,0.58,0.32,0.57,0.50571428571429,0.93333333333333
83_432,0.61,0.66,0.49,0.50857142857143,0.73333333333333
83_432,0.53,0.69,0.69,0.50857142857143,0.86666666666667
83_432,0.76,0.71,0.37,0.53428571428571,1.0
83_432,0.84,0.5,0.51,0.52285714285714,0.73333333333333
83_432,0.69,0.32,0.53,0.51285714285714,0.93333333333333
83_432,0.77,0.74,0.84,0.60714285714286,1.0
83_432,0.44,0.42,0.67,0.48857142857143004,0.86666666666667
83_432,0.61,0.4,0.61,0.45142857142857,1.0
83_432,0.64,0.83,0.82,0.63285714285714,0.8
83_432,0.39,0.58,0.5,0.48571428571429004,0.8
83_432,0.86,0.65,0.88,0.5671428571428601,0.86666666666667
83_432,0.38,0.43,0.35,0.51428571428571,0.93333333333333
83_432,0.53,0.45,0.84,0.55,0.93333333333333
83_432,0.42,0.75,0.7,0.55285714285714,1.0
83_432,0.33,0.82,0.36,0.37714285714286006,1.0
83_432,0.67,0.58,0.73,0.56285714285714,0.73333333333333
83_432,0.5,0.59,0.88,0.54428571428571,1.0
83_432,0.51,0.76,0.34,0.43142857142857,1.0
83_432,0.3,0.31,0.41,0.34571428571429,0.73333333333333
83_432,0.5,0.32,0.87,0.39857142857143,1.0
83_432,0.68,0.57,0.87,0.49857142857143,0.93333333333333
83_432,0.49,0.36,0.86,0.54857142857143,1.0
83_432,0.48,0.32,0.79,0.50857142857143,0.86666666666667
83_432,0.63,0.76,0.3,0.47142857142857003,1.0
83_432,0.76,0.89,0.78,0.5714285714285701,1.0
83_432,0.46,0.62,0.61,0.46571428571429,0.93333333333333
83_432,0.86,0.68,0.87,0.54714285714286,1.0
83_432,0.81,0.59,0.5,0.5714285714285701,1.0
83_432,0.82,0.53,0.4,0.53285714285714,0.8
83_432,0.8,0.72,0.34,0.5671428571428601,1.0
83_432,0.61,0.65,0.36,0.53714285714286,1.0
83_432,0.75,0.63,0.46,0.52142857142857,0.8
83_432,0.59,0.4,0.37,0.45,0.93333333333333
83_432,0.62,0.49,0.7,0.53714285714286,0.8
83_432,0.69,0.75,0.75,0.5857142857142901,1.0
83_432,0.81,0.71,0.68,0.47428571428571004,0.86666666666667
83_432,0.61,0.56,0.82,0.55285714285714,0.93333333333333
83_432,0.34,0.88,0.7,0.51571428571429,0.86666666666667
83_432,0.57,0.53,0.57,0.47571428571429,1.0
83_432,0.48,0.42,0.76,0.50142857142857,1.0
83_432,0.83,0.53,0.54,0.55285714285714,1.0
83_432,0.59,0.54,0.83,0.6228571428571401,0.93333333333333
83_432,0.56,0.49,0.85,0.54,1.0
83_432,0.44,0.48,0.33,0.38857142857143,0.93333333333333
83_432,0.75,0.57,0.47,0.5557142857142899,1.0
83_432,0.89,0.51,0.74,0.57571428571429,0.73333333333333
83_432,0.45,0.46,0.3,0.38714285714286,0.86666666666667
83_432,0.57,0.56,0.66,0.45999999999999996,1.0
83_432,0.51,0.71,0.63,0.53571428571429,1.0
83_432,0.67,0.33,0.71,0.50571428571429,1.0
83_432,0.73,0.81,0.88,0.54,0.73333333333333
83_432,0.85,0.44,0.69,0.5557142857142899,1.0
83_432,0.56,0.39,0.45,0.43,1.0
83_432,0.62,0.35,0.78,0.51142857142857,1.0
