geopixel,osi_model_layer1_security_posture_assessment,osi_model_layer2_security_posture_assessment,osi_model_layer3_security_posture_assessment,cve_css_total_score,os_os_security_assessment
115_417,0.46,0.33,0.37,0.35714285714286004,0.93333333333333
115_417,0.89,0.58,0.46,0.54571428571429,0.86666666666667
115_417,0.55,0.69,0.34,0.51,0.93333333333333
115_417,0.35,0.83,0.89,0.50285714285714,1.0
115_417,0.57,0.82,0.6,0.49000000000000005,0.93333333333333
115_417,0.69,0.32,0.76,0.5685714285714301,0.86666666666667
115_417,0.87,0.61,0.66,0.5585714285714299,1.0
115_417,0.56,0.46,0.89,0.5599999999999999,1.0
115_417,0.75,0.55,0.47,0.51428571428571,1.0
115_417,0.45,0.54,0.39,0.47428571428571004,0.8
115_417,0.82,0.82,0.42,0.49000000000000005,0.93333333333333
115_417,0.79,0.31,0.47,0.49000000000000005,0.73333333333333
115_417,0.84,0.39,0.4,0.54285714285714,0.93333333333333
115_417,0.31,0.5,0.61,0.49571428571429,0.93333333333333
115_417,0.77,0.48,0.33,0.44571428571429,0.8
115_417,0.46,0.33,0.57,0.43285714285714,0.93333333333333
115_417,0.33,0.54,0.49,0.45571428571428996,1.0
115_417,0.6,0.86,0.8,0.5585714285714299,1.0
115_417,0.63,0.85,0.84,0.6400000000000001,0.86666666666667
115_417,0.37,0.73,0.85,0.61428571428571,1.0
115_417,0.61,0.84,0.38,0.47714285714286,0.73333333333333
115_417,0.73,0.42,0.87,0.53142857142857,1.0
115_417,0.78,0.63,0.6,0.50142857142857,0.8
115_417,0.74,0.86,0.86,0.65571428571429,0.93333333333333
115_417,0.68,0.6,0.68,0.51428571428571,1.0
115_417,0.6,0.5,0.41,0.44571428571429,0.86666666666667
115_417,0.79,0.58,0.35,0.54142857142857,0.8
115_417,0.82,0.39,0.83,0.47000000000000003,1.0
115_417,0.81,0.86,0.55,0.52857142857143,0.93333333333333
115_417,0.85,0.46,0.44,0.50857142857143,1.0
115_417,0.47,0.58,0.39,0.50142857142857,0.73333333333333
115_417,0.53,0.7,0.54,0.52428571428571,0.86666666666667
115_417,0.45,0.67,0.56,0.44428571428571006,0.73333333333333
115_417,0.68,0.54,0.8,0.49428571428571005,0.73333333333333
115_417,0.58,0.39,0.46,0.47571428571429,1.0
115_417,0.44,0.62,0.81,0.60714285714286,0.73333333333333
115_417,0.69,0.41,0.74,0.54142857142857,1.0
115_417,0.72,0.32,0.83,0.5571428571428599,0.73333333333333
115_417,0.82,0.4,0.59,0.50285714285714,0.93333333333333
115_417,0.38,0.82,0.82,0.6357142857142901,1.0
115_417,0.83,0.73,0.78,0.58428571428571,0.8
115_417,0.32,0.53,0.51,0.42142857142857004,1.0
115_417,0.53,0.8,0.36,0.46714285714286,1.0
115_417,0.74,0.53,0.82,0.52714285714286,0.93333333333333
115_417,0.76,0.83,0.31,0.51285714285714,1.0
115_417,0.62,0.47,0.35,0.43428571428571,0.8
115_417,0.63,0.39,0.45,0.56285714285714,1.0
115_417,0.71,0.64,0.51,0.50857142857143,0.93333333333333
115_417,0.76,0.57,0.45,0.49285714285714005,0.93333333333333
115_417,0.67,0.7,0.52,0.50714285714286,0.93333333333333
115_417,0.85,0.43,0.41,0.53142857142857,1.0
115_417,0.77,0.82,0.61,0.6028571428571401,0.8
115_417,0.36,0.42,0.61,0.44285714285714006,1.0
115_417,0.66,0.52,0.5,0.45142857142857,0.8
115_417,0.6,0.51,0.32,0.46571428571429,1.0
115_417,0.81,0.75,0.8,0.6400000000000001,0.8
115_417,0.7,0.67,0.67,0.47571428571429,1.0
115_417,0.79,0.49,0.4,0.5857142857142901,0.86666666666667
115_417,0.65,0.84,0.55,0.5571428571428599,0.8
115_417,0.51,0.71,0.87,0.6200000000000001,0.8
115_417,0.74,0.64,0.38,0.49714285714286,0.73333333333333
115_417,0.85,0.46,0.85,0.57714285714286,0.73333333333333
