geopixel,osi_model_layer1_security_posture_assessment,osi_model_layer2_security_posture_assessment,osi_model_layer3_security_posture_assessment,cve_css_total_score,os_os_security_assessment
109_413,0.8,0.67,0.87,0.55285714285714,0.93333333333333
109_413,0.79,0.7,0.79,0.6157142857142901,1.0
109_413,0.41,0.59,0.62,0.51428571428571,0.93333333333333
109_413,0.56,0.57,0.3,0.53142857142857,0.8
109_413,0.41,0.83,0.59,0.49428571428571005,1.0
109_413,0.38,0.37,0.72,0.46571428571429,0.8
109_413,0.68,0.32,0.89,0.54571428571429,0.93333333333333
109_413,0.45,0.66,0.76,0.47285714285714003,0.8
109_413,0.49,0.78,0.6,0.61285714285714,1.0
109_413,0.72,0.61,0.35,0.52714285714286,0.86666666666667
109_413,0.52,0.39,0.82,0.49428571428571005,1.0
109_413,0.49,0.8,0.58,0.61142857142857,0.86666666666667
109_413,0.38,0.49,0.42,0.39571428571429,1.0
109_413,0.88,0.66,0.48,0.49571428571429,0.8
109_413,0.72,0.84,0.8,0.5900000000000001,1.0
109_413,0.75,0.52,0.36,0.52571428571429,1.0
109_413,0.79,0.86,0.41,0.52285714285714,0.73333333333333
109_413,0.77,0.56,0.41,0.41428571428571,1.0
109_413,0.49,0.32,0.41,0.41428571428571,1.0
109_413,0.74,0.55,0.78,0.51857142857143,1.0
109_413,0.62,0.46,0.87,0.45714285714285996,1.0
109_413,0.79,0.39,0.78,0.47857142857143,1.0
109_413,0.52,0.38,0.85,0.46714285714286,0.73333333333333
109_413,0.34,0.43,0.37,0.41428571428571,1.0
109_413,0.6,0.43,0.68,0.46285714285713997,0.73333333333333
109_413,0.63,0.78,0.74,0.63428571428571,0.73333333333333
109_413,0.4,0.61,0.89,0.45999999999999996,1.0
109_413,0.33,0.87,0.42,0.5,0.86666666666667
109_413,0.49,0.75,0.47,0.5557142857142899,1.0
109_413,0.71,0.57,0.78,0.58142857142857,0.73333333333333
109_413,0.41,0.63,0.87,0.53857142857143,0.73333333333333
109_413,0.74,0.44,0.48,0.49714285714286,0.73333333333333
109_413,0.76,0.75,0.57,0.5857142857142901,1.0
109_413,0.67,0.88,0.4,0.52428571428571,1.0
109_413,0.31,0.86,0.56,0.56285714285714,0.93333333333333
109_413,0.62,0.69,0.66,0.56142857142857,1.0
109_413,0.78,0.64,0.41,0.51285714285714,0.73333333333333
109_413,0.34,0.84,0.33,0.52857142857143,1.0
109_413,0.73,0.53,0.86,0.49000000000000005,0.73333333333333
109_413,0.55,0.4,0.34,0.41142857142857,0.73333333333333
109_413,0.86,0.53,0.8,0.5728571428571401,1.0
109_413,0.53,0.87,0.56,0.51428571428571,0.86666666666667
109_413,0.74,0.47,0.43,0.41,1.0
109_413,0.73,0.85,0.43,0.45857142857142996,0.93333333333333
109_413,0.65,0.46,0.51,0.52428571428571,0.93333333333333
109_413,0.74,0.34,0.69,0.51571428571429,0.93333333333333
109_413,0.44,0.38,0.36,0.42857142857143,0.86666666666667
109_413,0.85,0.63,0.71,0.5571428571428599,1.0
109_413,0.68,0.46,0.46,0.53142857142857,0.8
